"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
16 Feb 2016 10:23:04.111,34.528,10.000,2430.731128
16 Feb 2016 10:23:24.000,35.402,11.740,2304.527436
16 Feb 2016 10:23:44.000,36.384,13.619,2178.845055
16 Feb 2016 10:24:04.000,37.492,15.648,2054.673897
16 Feb 2016 10:24:24.000,38.755,17.851,1932.365204
16 Feb 2016 10:24:44.000,40.211,20.258,1812.355414
16 Feb 2016 10:25:04.000,41.910,22.901,1695.191390
16 Feb 2016 10:25:24.000,43.924,25.817,1581.563211
16 Feb 2016 10:25:44.000,46.349,29.044,1472.345832
16 Feb 2016 10:26:04.000,49.324,32.620,1368.649816
16 Feb 2016 10:26:24.000,53.053,36.565,1271.877800
16 Feb 2016 10:26:44.000,57.832,40.865,1183.778171
16 Feb 2016 10:27:04.000,64.098,45.431,1106.468233
16 Feb 2016 10:27:24.000,72.462,50.033,1042.390033
16 Feb 2016 10:27:44.000,83.636,54.214,994.137945
16 Feb 2016 10:28:04.000,98.019,57.253,964.115019
16 Feb 2016 10:28:24.000,114.772,58.356,954.059432
16 Feb 2016 10:28:44.000,131.474,57.160,964.602251
16 Feb 2016 10:29:04.000,145.741,54.051,995.086552
16 Feb 2016 10:29:24.000,156.799,49.831,1043.756275
16 Feb 2016 10:29:44.000,165.071,45.210,1108.200159
16 Feb 2016 10:30:04.000,171.270,40.638,1185.825685
16 Feb 2016 10:30:24.000,176.002,36.338,1274.197542
16 Feb 2016 10:30:44.000,179.695,32.397,1371.206112
16 Feb 2016 10:31:04.000,182.643,28.826,1475.112211
16 Feb 2016 10:31:24.000,185.047,25.603,1584.520198
16 Feb 2016 10:31:44.000,187.043,22.692,1698.325438
16 Feb 2016 10:32:04.000,188.728,20.053,1815.657642
16 Feb 2016 10:32:24.000,190.171,17.650,1935.830338
16 Feb 2016 10:32:44.000,191.422,15.449,2058.299426
16 Feb 2016 10:33:04.000,192.519,13.423,2182.630906
16 Feb 2016 10:33:24.000,193.491,11.546,2308.474498
16 Feb 2016 10:33:41.619,194.261,10.000,2420.361536
16 Feb 2016 12:03:19.716,46.960,10.000,2429.900039
16 Feb 2016 12:03:39.000,47.013,11.738,2303.970655
16 Feb 2016 12:03:59.000,47.065,13.682,2174.230619
16 Feb 2016 12:04:19.000,47.111,15.795,2045.600874
16 Feb 2016 12:04:39.000,47.152,18.111,1918.367088
16 Feb 2016 12:04:59.000,47.185,20.669,1792.888474
16 Feb 2016 12:05:19.000,47.208,23.519,1669.622310
16 Feb 2016 12:05:39.000,47.218,26.723,1549.157629
16 Feb 2016 12:05:59.000,47.211,30.359,1432.261304
16 Feb 2016 12:06:19.000,47.178,34.523,1319.940159
16 Feb 2016 12:06:39.000,47.110,39.331,1213.521730
16 Feb 2016 12:06:59.000,46.983,44.915,1114.751225
16 Feb 2016 12:07:19.000,46.759,51.414,1025.890677
16 Feb 2016 12:07:39.000,46.348,58.940,949.770137
16 Feb 2016 12:07:59.000,45.501,67.529,889.703572
16 Feb 2016 12:08:19.000,43.188,77.058,849.134879
16 Feb 2016 12:08:39.000,23.940,87.039,830.944286
16 Feb 2016 12:08:59.000,237.936,82.250,836.602137
16 Feb 2016 12:09:19.000,232.779,72.361,865.639776
16 Feb 2016 12:09:39.000,231.429,63.245,915.825125
16 Feb 2016 12:09:59.000,230.842,55.153,983.908942
16 Feb 2016 12:10:19.000,230.536,48.122,1066.442728
16 Feb 2016 12:10:39.000,230.365,42.071,1160.316121
16 Feb 2016 12:10:59.000,230.268,36.870,1262.967882
16 Feb 2016 12:11:19.000,230.216,32.380,1372.390117
16 Feb 2016 12:11:39.000,230.194,28.478,1487.047307
16 Feb 2016 12:11:59.000,230.193,25.056,1605.774283
16 Feb 2016 12:12:19.000,230.207,22.027,1727.686153
16 Feb 2016 12:12:39.000,230.231,19.322,1852.106489
16 Feb 2016 12:12:59.000,230.264,16.884,1978.513208
16 Feb 2016 12:13:19.000,230.304,14.667,2106.498777
16 Feb 2016 12:13:39.000,230.349,12.637,2235.741199
16 Feb 2016 12:13:59.000,230.398,10.764,2365.982893
16 Feb 2016 12:14:07.604,230.420,10.000,2422.263838
16 Feb 2016 13:43:20.981,64.113,10.000,2428.476903
16 Feb 2016 13:43:40.000,63.686,11.702,2305.175425
16 Feb 2016 13:44:00.000,63.168,13.628,2176.540986
16 Feb 2016 13:44:20.000,62.562,15.716,2049.212642
16 Feb 2016 13:44:40.000,61.849,17.996,1923.511453
16 Feb 2016 13:45:00.000,61.000,20.504,1799.839557
16 Feb 2016 13:45:20.000,59.977,23.282,1678.706014
16 Feb 2016 13:45:40.000,58.727,26.380,1560.761525
16 Feb 2016 13:46:00.000,57.171,29.861,1446.844490
16 Feb 2016 13:46:20.000,55.194,33.789,1338.040522
16 Feb 2016 13:46:40.000,52.612,38.234,1235.754855
16 Feb 2016 13:47:00.000,49.132,43.247,1141.792284
16 Feb 2016 13:47:20.000,44.248,48.824,1058.418239
16 Feb 2016 13:47:40.000,37.066,54.824,988.357035
16 Feb 2016 13:48:00.000,26.004,60.808,934.641937
16 Feb 2016 13:48:20.000,8.763,65.757,900.229118
16 Feb 2016 13:48:40.000,344.781,67.969,887.383409
16 Feb 2016 13:49:00.000,320.188,66.267,897.037848
16 Feb 2016 13:49:20.000,301.940,61.582,928.487132
16 Feb 2016 13:49:40.000,290.166,55.659,979.622166
16 Feb 2016 13:50:00.000,282.560,49.620,1047.543674
16 Feb 2016 13:50:20.000,277.423,43.968,1129.200218
16 Feb 2016 13:50:40.000,273.784,38.871,1221.809644
16 Feb 2016 13:51:00.000,271.099,34.347,1323.037439
16 Feb 2016 13:51:20.000,269.049,30.348,1431.016626
16 Feb 2016 13:51:40.000,267.442,26.807,1544.289438
16 Feb 2016 13:52:00.000,266.153,23.657,1661.729208
16 Feb 2016 13:52:20.000,265.101,20.837,1782.466125
16 Feb 2016 13:52:40.000,264.229,18.293,1905.825739
16 Feb 2016 13:53:00.000,263.497,15.983,2031.281074
16 Feb 2016 13:53:20.000,262.877,13.869,2158.416445
16 Feb 2016 13:53:40.000,262.345,11.921,2286.900810
16 Feb 2016 13:54:00.000,261.886,10.116,2416.466451
16 Feb 2016 13:54:01.334,261.858,10.000,2425.141047
16 Feb 2016 15:23:09.349,87.209,10.000,2426.230921
16 Feb 2016 15:23:29.000,86.678,11.757,2299.266795
16 Feb 2016 15:23:49.000,86.056,13.683,2171.156402
16 Feb 2016 15:24:09.000,85.331,15.769,2044.435054
16 Feb 2016 15:24:29.000,84.482,18.046,1919.439179
16 Feb 2016 15:24:49.000,83.474,20.545,1796.589694
16 Feb 2016 15:25:09.000,82.264,23.309,1676.418509
16 Feb 2016 15:25:29.000,80.790,26.386,1559.603797
16 Feb 2016 15:25:49.000,78.963,29.828,1447.016218
16 Feb 2016 15:26:09.000,76.653,33.695,1339.777541
16 Feb 2016 15:26:29.000,73.658,38.039,1239.329931
16 Feb 2016 15:26:49.000,69.658,42.886,1147.508580
16 Feb 2016 15:27:09.000,64.133,48.194,1066.588663
16 Feb 2016 15:27:29.000,56.219,53.765,999.261514
16 Feb 2016 15:27:49.000,44.587,59.096,948.459119
16 Feb 2016 15:28:09.000,27.808,63.199,916.955779
16 Feb 2016 15:28:29.000,6.490,64.720,906.779817
16 Feb 2016 15:28:49.000,345.393,62.964,918.644797
16 Feb 2016 15:29:09.000,329.026,58.725,951.721787
16 Feb 2016 15:29:29.000,317.729,53.349,1003.903041
16 Feb 2016 15:29:49.000,310.036,47.787,1072.382253
16 Feb 2016 15:30:09.000,304.650,42.512,1154.235335
16 Feb 2016 15:30:29.000,300.741,37.704,1246.799228
16 Feb 2016 15:30:49.000,297.807,33.398,1347.832219
16 Feb 2016 15:31:09.000,295.540,29.567,1455.532333
16 Feb 2016 15:31:29.000,293.744,26.155,1568.484369
16 Feb 2016 15:31:49.000,292.293,23.105,1685.588205
16 Feb 2016 15:32:09.000,291.101,20.363,1805.989887
16 Feb 2016 15:32:29.000,290.107,17.881,1929.023965
16 Feb 2016 15:32:49.000,289.268,15.621,2054.168182
16 Feb 2016 15:33:09.000,288.553,13.548,2181.008958
16 Feb 2016 15:33:29.000,287.938,11.634,2309.215787
16 Feb 2016 15:33:47.332,287.447,10.000,2427.699147
16 Feb 2016 17:02:57.269,116.434,10.000,2423.369725
16 Feb 2016 17:03:17.000,116.241,11.785,2294.695703
16 Feb 2016 17:03:37.000,116.007,13.737,2165.204615
16 Feb 2016 17:03:57.000,115.728,15.860,2036.900185
16 Feb 2016 17:04:17.000,115.392,18.185,1910.083292
16 Feb 2016 17:04:37.000,114.983,20.753,1785.132297
16 Feb 2016 17:04:57.000,114.481,23.611,1662.528662
16 Feb 2016 17:05:17.000,113.856,26.820,1542.891939
16 Feb 2016 17:05:37.000,113.062,30.454,1427.027220
16 Feb 2016 17:05:57.000,112.031,34.604,1315.988278
16 Feb 2016 17:06:17.000,110.651,39.371,1211.157744
16 Feb 2016 17:06:37.000,108.728,44.864,1114.341615
16 Feb 2016 17:06:57.000,105.896,51.175,1027.854480
16 Feb 2016 17:07:17.000,101.386,58.317,954.550157
16 Feb 2016 17:07:37.000,93.315,66.093,897.699603
16 Feb 2016 17:07:57.000,76.302,73.679,860.595989
16 Feb 2016 17:08:17.000,38.175,78.205,845.858776
16 Feb 2016 17:08:37.000,354.403,75.367,854.651838
16 Feb 2016 17:08:57.000,333.172,68.168,886.271033
16 Feb 2016 17:09:17.000,323.530,60.326,938.398885
16 Feb 2016 17:09:37.000,318.346,52.992,1007.836844
16 Feb 2016 17:09:57.000,315.177,46.468,1091.258204
16 Feb 2016 17:10:17.000,313.063,40.775,1185.682775
16 Feb 2016 17:10:37.000,311.566,35.834,1288.656675
16 Feb 2016 17:10:57.000,310.458,31.538,1398.252298
16 Feb 2016 17:11:17.000,309.612,27.782,1512.988384
16 Feb 2016 17:11:37.000,308.950,24.472,1631.735749
16 Feb 2016 17:11:57.000,308.421,21.532,1753.632725
16 Feb 2016 17:12:17.000,307.994,18.896,1878.017656
16 Feb 2016 17:12:37.000,307.643,16.513,2004.377726
16 Feb 2016 17:12:57.000,307.354,14.343,2132.311124
16 Feb 2016 17:13:17.000,307.113,12.350,2261.499297
16 Feb 2016 17:13:37.000,306.911,10.507,2391.686971
16 Feb 2016 17:13:42.774,306.860,10.000,2429.425146
16 Feb 2016 18:43:07.406,150.853,10.000,2420.900480
16 Feb 2016 18:43:27.000,151.362,11.759,2294.173547
16 Feb 2016 18:43:47.000,151.941,13.693,2165.819779
16 Feb 2016 18:44:07.000,152.592,15.794,2038.722921
16 Feb 2016 18:44:27.000,153.333,18.089,1913.193654
16 Feb 2016 18:44:47.000,154.188,20.618,1789.621531
16 Feb 2016 18:45:07.000,155.189,23.424,1668.500417
16 Feb 2016 18:45:27.000,156.382,26.563,1550.462838
16 Feb 2016 18:45:47.000,157.833,30.098,1436.325933
16 Feb 2016 18:46:07.000,159.644,34.107,1327.151457
16 Feb 2016 18:46:27.000,161.975,38.669,1224.320026
16 Feb 2016 18:46:47.000,165.092,43.858,1129.615341
16 Feb 2016 18:47:07.000,169.469,49.704,1045.293536
16 Feb 2016 18:47:27.000,176.002,56.124,974.094304
16 Feb 2016 18:47:47.000,186.483,62.748,919.105616
16 Feb 2016 18:48:07.000,204.245,68.571,883.383881
16 Feb 2016 18:48:27.000,231.939,71.505,869.322499
16 Feb 2016 18:48:47.000,261.424,69.694,877.967523
16 Feb 2016 18:49:07.000,281.654,64.370,908.666156
16 Feb 2016 18:49:27.000,293.593,57.827,959.290039
16 Feb 2016 18:49:47.000,300.904,51.318,1026.875040
16 Feb 2016 18:50:07.000,305.717,45.324,1108.295267
16 Feb 2016 18:50:27.000,309.098,39.980,1200.707292
16 Feb 2016 18:50:47.000,311.599,35.276,1301.735101
16 Feb 2016 18:51:07.000,313.526,31.144,1409.487526
16 Feb 2016 18:51:27.000,315.060,27.503,1522.494845
16 Feb 2016 18:51:47.000,316.314,24.277,1639.626093
16 Feb 2016 18:52:07.000,317.362,21.397,1760.011546
16 Feb 2016 18:52:27.000,318.255,18.807,1882.979137
16 Feb 2016 18:52:47.000,319.027,16.460,2008.005321
16 Feb 2016 18:53:07.000,319.705,14.316,2134.678197
16 Feb 2016 18:53:27.000,320.306,12.345,2262.670475
16 Feb 2016 18:53:47.000,320.845,10.520,2391.717983
16 Feb 2016 18:53:52.977,320.996,10.000,2430.457311
16 Feb 2016 20:24:04.255,189.390,10.000,2420.259448
16 Feb 2016 20:24:24.000,190.837,11.642,2301.718900
16 Feb 2016 20:24:44.000,192.471,13.408,2183.603417
16 Feb 2016 20:25:04.000,194.309,15.288,2067.844426
16 Feb 2016 20:25:24.000,196.390,17.294,1954.913564
16 Feb 2016 20:25:44.000,198.764,19.436,1845.381813
16 Feb 2016 20:26:04.000,201.494,21.723,1739.941343
16 Feb 2016 20:26:24.000,204.657,24.156,1639.429903
16 Feb 2016 20:26:44.000,208.350,26.726,1544.855394
16 Feb 2016 20:27:04.000,212.688,29.407,1457.417397
16 Feb 2016 20:27:24.000,217.804,32.142,1378.513498
16 Feb 2016 20:27:44.000,223.834,34.835,1309.721933
16 Feb 2016 20:28:04.000,230.893,37.339,1252.739363
16 Feb 2016 20:28:24.000,239.014,39.454,1209.260726
16 Feb 2016 20:28:44.000,248.082,40.956,1180.795881
16 Feb 2016 20:29:04.000,257.779,41.646,1168.453034
16 Feb 2016 20:29:24.000,267.613,41.421,1172.744691
16 Feb 2016 20:29:44.000,277.049,40.318,1193.487559
16 Feb 2016 20:30:04.000,285.670,38.494,1229.838838
16 Feb 2016 20:30:24.000,293.263,36.170,1280.453198
16 Feb 2016 20:30:44.000,299.797,33.562,1343.697883
16 Feb 2016 20:31:04.000,305.355,30.844,1417.856428
16 Feb 2016 20:31:24.000,310.067,28.137,1501.281532
16 Feb 2016 20:31:44.000,314.069,25.516,1592.483052
16 Feb 2016 20:32:04.000,317.487,23.021,1690.165465
16 Feb 2016 20:32:24.000,320.427,20.669,1793.229636
16 Feb 2016 20:32:44.000,322.974,18.461,1900.758564
16 Feb 2016 20:33:04.000,325.200,16.394,2011.992797
16 Feb 2016 20:33:24.000,327.159,14.458,2126.305672
16 Feb 2016 20:33:44.000,328.897,12.641,2243.180074
16 Feb 2016 20:34:04.000,330.449,10.932,2362.188240
16 Feb 2016 20:34:15.434,331.265,10.000,2431.044462
16 Feb 2016 22:06:07.070,231.651,10.000,2422.366497
16 Feb 2016 22:06:27.000,234.080,11.348,2324.480452
16 Feb 2016 22:06:47.000,236.745,12.727,2230.198134
16 Feb 2016 22:07:07.000,239.663,14.126,2140.432069
16 Feb 2016 22:07:27.000,242.861,15.532,2055.812863
16 Feb 2016 22:07:47.000,246.363,16.929,1977.037963
16 Feb 2016 22:08:07.000,250.192,18.294,1904.866050
16 Feb 2016 22:08:27.000,254.362,19.597,1840.105151
16 Feb 2016 22:08:47.000,258.879,20.804,1783.589477
16 Feb 2016 22:09:07.000,263.735,21.873,1736.147520
16 Feb 2016 22:09:27.000,268.899,22.761,1698.558533
16 Feb 2016 22:09:47.000,274.320,23.426,1671.501986
16 Feb 2016 22:10:07.000,279.925,23.832,1655.503862
16 Feb 2016 22:10:27.000,285.622,23.955,1650.890457
16 Feb 2016 22:10:47.000,291.310,23.790,1657.756746
16 Feb 2016 22:11:07.000,296.888,23.345,1675.956684
16 Feb 2016 22:11:27.000,302.267,22.647,1705.117915
16 Feb 2016 22:11:47.000,307.378,21.733,1744.676771
16 Feb 2016 22:12:07.000,312.173,20.646,1793.927518
16 Feb 2016 22:12:27.000,316.628,19.428,1852.075288
16 Feb 2016 22:12:47.000,320.737,18.120,1918.286118
16 Feb 2016 22:13:07.000,324.506,16.756,1991.727337
16 Feb 2016 22:13:27.000,327.953,15.364,2071.599163
16 Feb 2016 22:13:47.000,331.101,13.966,2157.153856
16 Feb 2016 22:14:07.000,333.974,12.577,2247.706872
16 Feb 2016 22:14:27.000,336.600,11.208,2342.641037
16 Feb 2016 22:14:44.996,338.771,10.000,2431.352028
16 Feb 2016 23:49:28.013,278.249,10.000,2426.782798
16 Feb 2016 23:49:48.000,281.467,10.844,2364.856884
16 Feb 2016 23:50:08.000,284.865,11.632,2309.108692
16 Feb 2016 23:50:28.000,288.435,12.349,2260.062235
16 Feb 2016 23:50:48.000,292.168,12.980,2218.181788
16 Feb 2016 23:51:08.000,296.045,13.512,2183.896043
16 Feb 2016 23:51:28.000,300.045,13.930,2157.580418
16 Feb 2016 23:51:48.000,304.138,14.223,2139.538532
16 Feb 2016 23:52:08.000,308.292,14.381,2129.986697
16 Feb 2016 23:52:28.000,312.468,14.401,2129.041630
16 Feb 2016 23:52:48.000,316.630,14.281,2136.713584
16 Feb 2016 23:53:08.000,320.741,14.025,2152.905670
16 Feb 2016 23:53:28.000,324.764,13.642,2177.419586
16 Feb 2016 23:53:48.000,328.672,13.142,2209.966922
16 Feb 2016 23:54:08.000,332.440,12.539,2250.184141
16 Feb 2016 23:54:28.000,336.049,11.847,2297.650764
16 Feb 2016 23:54:48.000,339.487,11.080,2351.907233
16 Feb 2016 23:55:08.000,342.749,10.254,2412.472163
16 Feb 2016 23:55:13.912,343.679,10.000,2431.512933
17 Feb 2016 04:58:51.089,16.388,10.000,2431.525727
17 Feb 2016 04:59:11.000,19.903,10.388,2402.451908
17 Feb 2016 04:59:31.000,23.515,10.685,2380.444520
17 Feb 2016 04:59:51.000,27.188,10.883,2365.861480
17 Feb 2016 05:00:11.000,30.896,10.978,2358.847758
17 Feb 2016 05:00:31.000,34.616,10.966,2359.474957
17 Feb 2016 05:00:51.000,38.321,10.849,2367.737891
17 Feb 2016 05:01:11.000,41.984,10.629,2383.554873
17 Feb 2016 05:01:31.000,45.584,10.311,2406.771607
17 Feb 2016 05:01:46.560,48.326,10.000,2429.812997
17 Feb 2016 06:39:05.691,17.772,10.000,2431.467108
17 Feb 2016 06:39:25.000,20.616,11.017,2356.467868
17 Feb 2016 06:39:45.000,23.767,12.044,2284.030303
17 Feb 2016 06:40:05.000,27.134,13.031,2217.478289
17 Feb 2016 06:40:25.000,30.722,13.961,2157.387520
17 Feb 2016 06:40:45.000,34.526,14.816,2104.339523
17 Feb 2016 06:41:05.000,38.538,15.575,2058.903942
17 Feb 2016 06:41:25.000,42.739,16.217,2021.615496
17 Feb 2016 06:41:45.000,47.101,16.724,1992.949487
17 Feb 2016 06:42:05.000,51.588,17.076,1973.295856
17 Feb 2016 06:42:25.000,56.155,17.262,1962.935697
17 Feb 2016 06:42:45.000,60.752,17.273,1962.022446
17 Feb 2016 06:43:05.000,65.329,17.110,1970.571511
17 Feb 2016 06:43:25.000,69.834,16.779,1988.459237
17 Feb 2016 06:43:45.000,74.221,16.291,2015.431306
17 Feb 2016 06:44:05.000,78.454,15.663,2051.120134
17 Feb 2016 06:44:25.000,82.501,14.916,2095.067474
17 Feb 2016 06:44:45.000,86.344,14.069,2146.750177
17 Feb 2016 06:45:05.000,89.970,13.143,2205.604969
17 Feb 2016 06:45:25.000,93.376,12.158,2271.052280
17 Feb 2016 06:45:45.000,96.564,11.130,2342.514802
17 Feb 2016 06:46:05.000,99.541,10.074,2419.432350
17 Feb 2016 06:46:06.394,99.741,10.000,2424.984291
17 Feb 2016 08:19:36.225,23.746,10.000,2431.270054
17 Feb 2016 08:19:56.000,25.795,11.464,2324.385769
17 Feb 2016 08:20:16.000,28.082,13.002,2219.324197
17 Feb 2016 08:20:36.000,30.613,14.597,2117.821079
17 Feb 2016 08:20:56.000,33.426,16.246,2020.460902
17 Feb 2016 08:21:16.000,36.559,17.938,1927.917724
17 Feb 2016 08:21:36.000,40.055,19.659,1840.962276
17 Feb 2016 08:21:56.000,43.957,21.386,1760.464148
17 Feb 2016 08:22:16.000,48.306,23.083,1687.386864
17 Feb 2016 08:22:36.000,53.133,24.703,1622.768213
17 Feb 2016 08:22:56.000,58.452,26.186,1567.685787
17 Feb 2016 08:23:16.000,64.248,27.461,1523.201216
17 Feb 2016 08:23:36.000,70.467,28.452,1490.286080
17 Feb 2016 08:23:56.000,77.007,29.092,1469.734435
17 Feb 2016 08:24:16.000,83.729,29.329,1462.078940
17 Feb 2016 08:24:36.000,90.465,29.144,1467.527043
17 Feb 2016 08:24:56.000,97.044,28.553,1485.934570
17 Feb 2016 08:25:16.000,103.320,27.600,1516.824484
17 Feb 2016 08:25:36.000,109.186,26.352,1559.444459
17 Feb 2016 08:25:56.000,114.580,24.886,1612.849654
17 Feb 2016 08:26:16.000,119.482,23.272,1675.989963
17 Feb 2016 08:26:36.000,123.902,21.573,1747.786847
17 Feb 2016 08:26:56.000,127.868,19.839,1827.193356
17 Feb 2016 08:27:16.000,131.421,18.107,1913.232259
17 Feb 2016 08:27:36.000,134.604,16.401,2005.017248
17 Feb 2016 08:27:56.000,137.460,14.738,2101.760895
17 Feb 2016 08:28:16.000,140.028,13.128,2202.772406
17 Feb 2016 08:28:36.000,142.345,11.574,2307.452688
17 Feb 2016 08:28:56.000,144.443,10.080,2415.284307
17 Feb 2016 08:28:57.092,144.551,10.000,2421.253690
17 Feb 2016 10:00:03.820,32.194,10.000,2430.864203
17 Feb 2016 10:00:23.000,33.242,11.647,2311.164987
17 Feb 2016 10:00:43.000,34.462,13.482,2187.753630
17 Feb 2016 10:01:03.000,35.837,15.455,2066.089508
17 Feb 2016 10:01:23.000,37.401,17.585,1946.558813
17 Feb 2016 10:01:43.000,39.197,19.895,1829.637546
17 Feb 2016 10:02:03.000,41.284,22.409,1715.916067
17 Feb 2016 10:02:23.000,43.739,25.152,1606.129809
17 Feb 2016 10:02:43.000,46.664,28.143,1501.196367
17 Feb 2016 10:03:03.000,50.200,31.395,1402.257187
17 Feb 2016 10:03:23.000,54.536,34.894,1310.720036
17 Feb 2016 10:03:43.000,59.924,38.587,1228.286141
17 Feb 2016 10:04:03.000,66.681,42.343,1156.943915
17 Feb 2016 10:04:23.000,75.157,45.918,1098.891715
17 Feb 2016 10:04:43.000,85.602,48.931,1056.351571
17 Feb 2016 10:05:03.000,97.891,50.901,1031.266596
17 Feb 2016 10:05:23.000,111.244,51.414,1024.932408
17 Feb 2016 10:05:43.000,124.355,50.343,1037.697412
17 Feb 2016 10:06:03.000,136.046,47.937,1068.874474
17 Feb 2016 10:06:23.000,145.785,44.661,1116.911983
17 Feb 2016 10:06:43.000,153.618,40.973,1179.735058
17 Feb 2016 10:07:03.000,159.852,37.206,1255.102088
17 Feb 2016 10:07:23.000,164.834,33.560,1340.871744
17 Feb 2016 10:07:43.000,168.860,30.134,1435.148132
17 Feb 2016 10:08:03.000,172.159,26.965,1536.330894
17 Feb 2016 10:08:23.000,174.901,24.055,1643.105833
17 Feb 2016 10:08:43.000,177.212,21.389,1754.411806
17 Feb 2016 10:09:03.000,179.184,18.944,1869.397004
17 Feb 2016 10:09:23.000,180.888,16.695,1987.378604
17 Feb 2016 10:09:43.000,182.375,14.618,2107.807781
17 Feb 2016 10:10:03.000,183.686,12.692,2230.241149
17 Feb 2016 10:10:23.000,184.851,10.898,2354.318099
17 Feb 2016 10:10:33.528,185.415,10.000,2420.192261
17 Feb 2016 11:40:22.240,43.747,10.000,2430.132540
17 Feb 2016 11:40:42.000,43.965,11.779,2301.312109
17 Feb 2016 11:41:02.000,44.205,13.722,2171.817243
17 Feb 2016 11:41:22.000,44.466,15.835,2043.446561
17 Feb 2016 11:41:42.000,44.756,18.150,1916.488150
17 Feb 2016 11:42:02.000,45.082,20.705,1791.304163
17 Feb 2016 11:42:22.000,45.453,23.552,1668.355438
17 Feb 2016 11:42:42.000,45.886,26.751,1548.235247
17 Feb 2016 11:43:02.000,46.401,30.378,1431.715365
17 Feb 2016 11:43:22.000,47.033,34.529,1319.807962
17 Feb 2016 11:43:42.000,47.839,39.314,1213.845708
17 Feb 2016 11:44:02.000,48.915,44.861,1115.577237
17 Feb 2016 11:44:22.000,50.451,51.294,1027.263390
17 Feb 2016 11:44:42.000,52.858,58.705,951.723644
17 Feb 2016 11:45:02.000,57.239,67.068,892.246152
17 Feb 2016 11:45:22.000,67.706,76.043,852.230541
17 Feb 2016 11:45:42.000,110.013,83.584,834.500651
17 Feb 2016 11:46:02.000,186.167,80.251,840.477369
17 Feb 2016 11:46:22.000,205.298,71.404,869.671013
17 Feb 2016 11:46:42.000,211.690,62.652,919.863002
17 Feb 2016 11:47:02.000,214.836,54.750,987.839400
17 Feb 2016 11:47:22.000,216.719,47.835,1070.190953
17 Feb 2016 11:47:42.000,217.985,41.860,1163.839484
17 Feb 2016 11:48:02.000,218.905,36.711,1266.246035
17 Feb 2016 11:48:22.000,219.610,32.258,1375.416553
17 Feb 2016 11:48:42.000,220.174,28.382,1489.823443
17 Feb 2016 11:49:02.000,220.641,24.980,1608.305724
17 Feb 2016 11:49:22.000,221.036,21.966,1729.980467
17 Feb 2016 11:49:42.000,221.378,19.271,1854.171948
17 Feb 2016 11:50:02.000,221.680,16.842,1980.358105
17 Feb 2016 11:50:22.000,221.950,14.632,2108.131075
17 Feb 2016 11:50:42.000,222.195,12.608,2237.168375
17 Feb 2016 11:51:02.000,222.419,10.739,2367.211882
17 Feb 2016 11:51:10.340,222.508,10.000,2421.685588
17 Feb 2016 13:20:26.958,59.690,10.000,2428.870539
17 Feb 2016 13:20:46.000,59.340,11.708,2305.117451
17 Feb 2016 13:21:06.000,58.913,13.639,2176.120620
17 Feb 2016 13:21:26.000,58.412,15.735,2048.375426
17 Feb 2016 13:21:46.000,57.819,18.026,1922.193311
17 Feb 2016 13:22:06.000,57.111,20.549,1797.964838
17 Feb 2016 13:22:26.000,56.253,23.348,1676.185250
17 Feb 2016 13:22:46.000,55.200,26.477,1557.489024
17 Feb 2016 13:23:06.000,53.884,30.002,1442.696135
17 Feb 2016 13:23:26.000,52.201,33.998,1332.872570
17 Feb 2016 13:23:46.000,49.989,38.544,1229.405357
17 Feb 2016 13:24:06.000,46.979,43.712,1134.087960
17 Feb 2016 13:24:26.000,42.691,49.532,1049.191205
17 Feb 2016 13:24:46.000,36.225,55.913,977.476063
17 Feb 2016 13:25:06.000,25.805,62.481,922.059023
17 Feb 2016 13:25:26.000,8.205,68.220,886.029842
17 Feb 2016 13:25:46.000,341.058,71.072,871.812807
17 Feb 2016 13:26:06.000,312.300,69.257,880.471902
17 Feb 2016 13:26:26.000,292.432,63.979,911.352144
17 Feb 2016 13:26:46.000,280.646,57.476,962.304780
17 Feb 2016 13:27:06.000,273.444,50.994,1030.336039
17 Feb 2016 13:27:26.000,268.740,45.019,1112.290336
17 Feb 2016 13:27:46.000,265.478,39.690,1205.299578
17 Feb 2016 13:28:06.000,263.104,34.996,1306.969287
17 Feb 2016 13:28:26.000,261.312,30.873,1415.395224
17 Feb 2016 13:28:46.000,259.917,27.240,1529.098630
17 Feb 2016 13:29:06.000,258.807,24.020,1646.942311
17 Feb 2016 13:29:26.000,257.906,21.145,1768.052218
17 Feb 2016 13:29:46.000,257.163,18.559,1891.753224
17 Feb 2016 13:30:06.000,256.542,16.215,2017.519572
17 Feb 2016 13:30:26.000,256.019,14.074,2144.937713
17 Feb 2016 13:30:46.000,255.573,12.105,2273.679104
17 Feb 2016 13:31:06.000,255.190,10.282,2403.478579
17 Feb 2016 13:31:09.222,255.134,10.000,2424.472705
17 Feb 2016 15:00:17.641,81.359,10.000,2426.819259
17 Feb 2016 15:00:37.000,80.819,11.728,2301.830735
17 Feb 2016 15:00:57.000,80.177,13.649,2173.811768
17 Feb 2016 15:01:17.000,79.431,15.730,2047.191911
17 Feb 2016 15:01:37.000,78.556,17.998,1922.308925
17 Feb 2016 15:01:57.000,77.519,20.489,1799.585147
17 Feb 2016 15:02:17.000,76.276,23.241,1679.553900
17 Feb 2016 15:02:37.000,74.763,26.301,1562.894570
