"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
22 Feb 2016 08:08:47.000,67.298,26.276,1564.123805
22 Feb 2016 08:09:07.000,73.408,26.848,1543.765450
22 Feb 2016 08:09:27.000,79.673,27.076,1535.630600
22 Feb 2016 08:09:47.000,85.959,26.942,1539.918765
22 Feb 2016 08:10:07.000,92.129,26.457,1556.527681
22 Feb 2016 08:10:27.000,98.059,25.654,1585.065492
22 Feb 2016 08:10:47.000,103.654,24.583,1624.894013
22 Feb 2016 08:11:07.000,108.856,23.304,1675.193989
22 Feb 2016 08:11:27.000,113.635,21.876,1735.036699
22 Feb 2016 08:11:47.000,117.989,20.353,1803.449937
22 Feb 2016 08:11:51.519,118.916,20.000,1819.993723
22 Feb 2016 09:47:06.778,38.969,20.000,1824.611870
22 Feb 2016 09:47:26.000,41.249,22.351,1718.391783
22 Feb 2016 09:47:46.000,44.018,24.992,1612.135516
22 Feb 2016 09:48:06.000,47.297,27.839,1511.180834
22 Feb 2016 09:48:26.000,51.221,30.887,1416.711275
22 Feb 2016 09:48:46.000,55.965,34.102,1330.155789
22 Feb 2016 09:49:06.000,61.744,37.403,1253.198626
22 Feb 2016 09:49:26.000,68.794,40.640,1187.744876
22 Feb 2016 09:49:46.000,77.315,43.571,1135.817406
22 Feb 2016 09:50:06.000,87.347,45.870,1099.360875
22 Feb 2016 09:50:26.000,98.599,47.185,1079.961557
22 Feb 2016 09:50:46.000,110.372,47.270,1078.551113
22 Feb 2016 09:51:06.000,121.749,46.105,1095.201921
22 Feb 2016 09:51:26.000,131.981,43.912,1129.110406
22 Feb 2016 09:51:46.000,140.717,41.035,1178.776682
22 Feb 2016 09:52:06.000,147.963,37.811,1242.294039
22 Feb 2016 09:52:26.000,153.906,34.496,1317.637660
22 Feb 2016 09:52:46.000,158.780,31.252,1402.875682
22 Feb 2016 09:53:06.000,162.806,28.167,1496.285818
22 Feb 2016 09:53:26.000,166.163,25.282,1596.399219
22 Feb 2016 09:53:46.000,168.993,22.605,1701.995500
22 Feb 2016 09:54:06.000,171.406,20.129,1812.076156
22 Feb 2016 09:54:07.083,171.526,20.000,1818.145899
22 Feb 2016 11:27:19.704,43.776,20.000,1824.413513
22 Feb 2016 11:27:39.000,44.339,22.650,1705.588902
22 Feb 2016 11:27:59.000,45.023,25.719,1585.074543
22 Feb 2016 11:28:19.000,45.844,29.185,1467.970533
22 Feb 2016 11:28:39.000,46.855,33.131,1355.219641
22 Feb 2016 11:28:59.000,48.142,37.657,1248.058828
22 Feb 2016 11:29:19.000,49.849,42.873,1148.108528
22 Feb 2016 11:29:39.000,52.240,48.888,1057.465642
22 Feb 2016 11:29:59.000,55.851,55.763,978.766013
22 Feb 2016 11:30:19.000,61.934,63.429,915.135403
22 Feb 2016 11:30:39.000,74.016,71.439,869.918456
22 Feb 2016 11:30:59.000,103.137,78.041,846.095333
22 Feb 2016 11:31:19.000,154.312,78.211,845.488358
22 Feb 2016 11:31:39.000,184.502,71.743,868.148057
22 Feb 2016 11:31:59.000,196.974,63.730,912.334816
22 Feb 2016 11:32:19.000,203.203,56.024,975.110051
22 Feb 2016 11:32:39.000,206.880,49.102,1053.131973
22 Feb 2016 11:32:59.000,209.305,43.042,1143.253871
22 Feb 2016 11:33:19.000,211.031,37.786,1242.812673
22 Feb 2016 11:33:39.000,212.328,33.226,1349.684174
22 Feb 2016 11:33:59.000,213.346,29.251,1462.225597
22 Feb 2016 11:34:19.000,214.170,25.763,1579.181694
22 Feb 2016 11:34:39.000,214.855,22.675,1699.596556
22 Feb 2016 11:34:58.362,215.420,20.001,1818.770850
22 Feb 2016 13:07:26.549,55.010,20.000,1823.866136
22 Feb 2016 13:07:46.000,54.334,22.668,1704.430325
22 Feb 2016 13:08:06.000,53.482,25.728,1584.431810
22 Feb 2016 13:08:26.000,52.418,29.176,1468.033678
22 Feb 2016 13:08:46.000,51.060,33.088,1356.221134
22 Feb 2016 13:09:06.000,49.279,37.552,1250.280907
22 Feb 2016 13:09:26.000,46.862,42.656,1151.887237
22 Feb 2016 13:09:46.000,43.428,48.467,1063.187283
22 Feb 2016 13:10:06.000,38.248,54.972,986.842373
22 Feb 2016 13:10:26.000,29.790,61.947,925.951172
22 Feb 2016 13:10:46.000,14.719,68.647,883.743887
22 Feb 2016 13:11:06.000,347.768,73.129,862.986115
22 Feb 2016 13:11:26.000,313.523,72.558,865.233047
22 Feb 2016 13:11:46.000,289.233,67.392,890.310254
22 Feb 2016 13:12:06.000,275.882,60.527,936.375401
22 Feb 2016 13:12:26.000,268.268,53.603,1000.516115
22 Feb 2016 13:12:46.000,263.523,47.222,1079.490072
22 Feb 2016 13:13:06.000,260.334,41.548,1170.267868
22 Feb 2016 13:13:26.000,258.066,36.573,1270.286773
22 Feb 2016 13:13:46.000,256.382,32.223,1377.496214
22 Feb 2016 13:14:06.000,255.090,28.406,1490.303816
22 Feb 2016 13:14:26.000,254.072,25.039,1607.487465
22 Feb 2016 13:14:46.000,253.253,22.045,1728.111227
22 Feb 2016 13:15:01.044,252.738,20.000,1820.671660
22 Feb 2016 14:47:19.910,74.179,20.000,1822.761553
22 Feb 2016 14:47:39.000,73.039,22.570,1707.590561
22 Feb 2016 14:47:59.000,71.597,25.553,1590.065307
22 Feb 2016 14:48:19.000,69.820,28.884,1476.557361
22 Feb 2016 14:48:39.000,67.587,32.619,1368.123121
22 Feb 2016 14:48:59.000,64.715,36.809,1266.120612
22 Feb 2016 14:49:19.000,60.920,41.488,1172.280335
22 Feb 2016 14:49:39.000,55.742,46.628,1088.761876
22 Feb 2016 14:49:59.000,48.433,52.074,1018.149223
22 Feb 2016 14:50:19.000,37.831,57.412,963.318704
22 Feb 2016 14:50:39.000,22.558,61.797,927.101188
22 Feb 2016 14:50:59.000,2.556,63.970,911.734049
22 Feb 2016 14:51:19.000,341.471,63.016,918.271801
22 Feb 2016 14:51:39.000,324.117,59.365,946.258040
22 Feb 2016 14:51:59.000,311.773,54.282,993.871010
22 Feb 2016 14:52:19.000,303.296,48.809,1058.446619
22 Feb 2016 14:52:39.000,297.367,43.514,1137.072733
22 Feb 2016 14:52:59.000,293.081,38.640,1227.020584
22 Feb 2016 14:53:19.000,289.878,34.254,1325.953141
22 Feb 2016 14:53:39.000,287.413,30.340,1431.970167
22 Feb 2016 14:53:59.000,285.468,26.852,1543.571123
22 Feb 2016 14:54:19.000,283.902,23.734,1659.585851
22 Feb 2016 14:54:39.000,282.618,20.934,1779.105106
22 Feb 2016 14:54:46.151,282.214,20.000,1822.547539
22 Feb 2016 16:27:04.773,102.357,20.000,1820.979092
22 Feb 2016 16:27:24.000,101.562,22.632,1703.367819
22 Feb 2016 16:27:44.000,100.556,25.682,1583.910082
22 Feb 2016 16:28:04.000,99.303,29.113,1468.155253
22 Feb 2016 16:28:24.000,97.712,32.995,1357.108280
22 Feb 2016 16:28:44.000,95.636,37.411,1252.077367
22 Feb 2016 16:29:04.000,92.835,42.434,1154.757061
22 Feb 2016 16:29:24.000,88.893,48.109,1067.307371
22 Feb 2016 16:29:44.000,83.034,54.382,992.383777
22 Feb 2016 16:30:04.000,73.743,60.966,933.044823
22 Feb 2016 16:30:24.000,58.141,67.034,892.433171
22 Feb 2016 16:30:44.000,33.036,70.766,873.184053
22 Feb 2016 16:31:04.000,3.442,70.037,876.714279
22 Feb 2016 16:31:24.000,341.302,65.347,902.755110
22 Feb 2016 16:31:44.000,328.003,58.990,949.445154
22 Feb 2016 16:32:04.000,319.978,52.452,1013.917232
22 Feb 2016 16:32:24.000,314.814,46.349,1093.003302
22 Feb 2016 16:32:44.000,311.278,40.877,1183.746995
22 Feb 2016 16:33:04.000,308.730,36.048,1283.643150
22 Feb 2016 16:33:24.000,306.822,31.806,1390.681265
22 Feb 2016 16:33:44.000,305.347,28.071,1503.294736
22 Feb 2016 16:34:04.000,304.178,24.765,1620.277107
22 Feb 2016 16:34:24.000,303.234,21.820,1740.701482
22 Feb 2016 16:34:37.528,302.694,20.000,1823.741077
22 Feb 2016 18:07:02.938,138.623,20.000,1819.018267
22 Feb 2016 18:07:22.000,138.958,22.641,1701.214403
22 Feb 2016 18:07:42.000,139.364,25.739,1580.219398
22 Feb 2016 18:08:02.000,139.845,29.245,1462.601747
22 Feb 2016 18:08:22.000,140.432,33.246,1349.302239
22 Feb 2016 18:08:42.000,141.171,37.851,1241.558968
22 Feb 2016 18:09:02.000,142.145,43.183,1140.999735
22 Feb 2016 18:09:22.000,143.507,49.370,1049.739946
22 Feb 2016 18:09:42.000,145.580,56.519,970.451524
22 Feb 2016 18:10:02.000,149.172,64.648,906.319207
22 Feb 2016 18:10:22.000,156.980,73.545,860.766872
22 Feb 2016 18:10:42.000,183.929,82.070,836.854620
22 Feb 2016 18:11:02.000,267.099,82.374,836.449932
22 Feb 2016 18:11:22.000,296.031,73.959,859.585305
22 Feb 2016 18:11:42.000,304.183,65.050,904.445959
22 Feb 2016 18:12:02.000,307.881,56.891,967.997182
22 Feb 2016 18:12:22.000,310.000,49.710,1046.815198
22 Feb 2016 18:12:42.000,311.387,43.492,1137.699900
22 Feb 2016 18:13:02.000,312.377,38.134,1237.960959
22 Feb 2016 18:13:22.000,313.127,33.507,1345.464579
22 Feb 2016 18:13:42.000,313.721,29.488,1458.568287
22 Feb 2016 18:14:02.000,314.210,25.968,1576.021827
22 Feb 2016 18:14:22.000,314.622,22.857,1696.875977
22 Feb 2016 18:14:42.000,314.978,20.083,1820.405603
22 Feb 2016 18:14:42.632,314.988,20.001,1824.345116
22 Feb 2016 19:47:45.029,181.547,20.000,1818.104015
22 Feb 2016 19:48:05.000,183.652,22.538,1704.774085
22 Feb 2016 19:48:25.000,186.135,25.310,1595.303711
22 Feb 2016 19:48:45.000,189.099,28.335,1490.797037
22 Feb 2016 19:49:05.000,192.688,31.622,1392.420816
22 Feb 2016 19:49:25.000,197.097,35.156,1301.611424
22 Feb 2016 19:49:45.000,202.584,38.879,1220.101078
22 Feb 2016 19:50:05.000,209.473,42.652,1149.906488
22 Feb 2016 19:50:25.000,218.115,46.218,1093.240295
22 Feb 2016 19:50:45.000,228.743,49.183,1052.314400
22 Feb 2016 19:51:05.000,241.186,51.061,1029.025441
22 Feb 2016 19:51:25.000,254.601,51.451,1024.584945
22 Feb 2016 19:51:45.000,267.656,50.259,1039.234611
22 Feb 2016 19:52:05.000,279.209,47.765,1072.184390
22 Feb 2016 19:52:25.000,288.787,44.441,1121.807586
22 Feb 2016 19:52:45.000,296.473,40.740,1185.991714
22 Feb 2016 19:53:05.000,302.587,36.982,1262.491278
22 Feb 2016 19:53:25.000,307.476,33.357,1349.181069
22 Feb 2016 19:53:45.000,311.431,29.958,1444.192114
22 Feb 2016 19:54:05.000,314.677,26.817,1545.952525
22 Feb 2016 19:54:25.000,317.378,23.934,1653.175384
22 Feb 2016 19:54:45.000,319.658,21.292,1764.822461
22 Feb 2016 19:54:55.448,320.712,20.000,1824.619350
22 Feb 2016 21:29:44.803,232.352,20.000,1819.542996
22 Feb 2016 21:30:04.000,236.185,21.666,1743.702621
22 Feb 2016 21:30:24.000,240.626,23.365,1672.203222
22 Feb 2016 21:30:44.000,245.551,24.977,1609.406999
22 Feb 2016 21:31:04.000,250.969,26.439,1556.393883
22 Feb 2016 21:31:24.000,256.858,27.678,1514.213680
22 Feb 2016 21:31:44.000,263.155,28.620,1483.806864
22 Feb 2016 21:32:04.000,269.751,29.196,1465.917350
22 Feb 2016 21:32:24.000,276.496,29.364,1461.010703
22 Feb 2016 21:32:44.000,283.222,29.109,1469.216877
22 Feb 2016 21:33:04.000,289.759,28.452,1490.313810
22 Feb 2016 21:33:24.000,295.967,27.445,1523.755232
22 Feb 2016 21:33:44.000,301.748,26.157,1568.736201
22 Feb 2016 21:34:04.000,307.050,24.664,1624.278253
22 Feb 2016 21:34:24.000,311.859,23.036,1689.315449
22 Feb 2016 21:34:44.000,316.190,21.334,1762.769364
22 Feb 2016 21:34:59.431,319.225,20.000,1824.538322
23 Feb 2016 07:44:21.651,45.414,20.000,1824.346330
23 Feb 2016 07:44:41.000,49.875,21.124,1771.982188
23 Feb 2016 07:45:01.000,54.811,22.138,1726.966072
23 Feb 2016 07:45:21.000,60.044,22.960,1691.962870
23 Feb 2016 07:45:41.000,65.517,23.548,1667.620580
23 Feb 2016 07:46:01.000,71.150,23.870,1654.422699
23 Feb 2016 07:46:21.000,76.850,23.908,1652.643991
23 Feb 2016 07:46:41.000,82.513,23.658,1662.324106
23 Feb 2016 07:47:01.000,88.043,23.134,1683.263410
23 Feb 2016 07:47:21.000,93.354,22.367,1715.043014
23 Feb 2016 07:47:41.000,98.382,21.395,1757.063947
23 Feb 2016 07:48:01.000,103.088,20.262,1808.597142
23 Feb 2016 07:48:05.315,104.058,20.000,1820.884858
23 Feb 2016 09:24:09.404,38.780,20.000,1824.637530
23 Feb 2016 09:24:29.000,41.539,22.260,1722.292494
23 Feb 2016 09:24:49.000,44.799,24.709,1622.874244
23 Feb 2016 09:25:09.000,48.609,27.290,1529.575905
23 Feb 2016 09:25:29.000,53.086,29.972,1443.630207
23 Feb 2016 09:25:49.000,58.366,32.692,1366.467229
23 Feb 2016 09:26:09.000,64.581,35.344,1299.690673
23 Feb 2016 09:26:29.000,71.836,37.772,1245.005612
23 Feb 2016 09:26:49.000,80.141,39.771,1204.087671
23 Feb 2016 09:27:09.000,89.346,41.116,1178.392754
23 Feb 2016 09:27:29.000,99.095,41.623,1168.938633
23 Feb 2016 09:27:49.000,108.878,41.214,1176.123470
23 Feb 2016 09:28:09.000,118.173,39.950,1199.647663
23 Feb 2016 09:28:29.000,126.600,38.007,1238.572940
23 Feb 2016 09:28:49.000,133.985,35.607,1291.493841
23 Feb 2016 09:29:09.000,140.323,32.960,1356.754635
23 Feb 2016 09:29:29.000,145.708,30.230,1432.645473
23 Feb 2016 09:29:49.000,150.274,27.529,1517.544302
23 Feb 2016 09:30:09.000,154.156,24.924,1609.994859
23 Feb 2016 09:30:29.000,157.475,22.449,1708.737193
23 Feb 2016 09:30:49.000,160.332,20.119,1812.705444
23 Feb 2016 09:30:50.053,160.472,20.001,1818.307720
23 Feb 2016 11:04:21.783,42.135,20.000,1824.485213
23 Feb 2016 11:04:41.000,43.059,22.608,1707.406930
23 Feb 2016 11:05:01.000,44.194,25.630,1588.364643
23 Feb 2016 11:05:21.000,45.564,29.026,1472.928587
23 Feb 2016 11:05:41.000,47.258,32.869,1362.073480
23 Feb 2016 11:06:01.000,49.414,37.238,1257.067402
23 Feb 2016 11:06:21.000,52.260,42.210,1159.553141
23 Feb 2016 11:06:41.000,56.187,47.835,1071.627666
23 Feb 2016 11:07:01.000,61.926,54.076,995.878110
23 Feb 2016 11:07:21.000,70.913,60.680,935.305481
23 Feb 2016 11:07:41.000,85.953,66.894,893.034134
23 Feb 2016 11:08:01.000,110.631,70.985,871.751283
23 Feb 2016 11:08:21.000,141.046,70.680,873.004646
23 Feb 2016 11:08:41.000,164.472,66.190,896.701005
23 Feb 2016 11:09:01.000,178.563,59.847,941.138484
23 Feb 2016 11:09:21.000,187.036,53.248,1003.549724
23 Feb 2016 11:09:41.000,192.493,47.062,1080.802172
23 Feb 2016 11:10:01.000,196.256,41.506,1169.931037
23 Feb 2016 11:10:21.000,198.998,36.601,1268.402202
23 Feb 2016 11:10:41.000,201.085,32.292,1374.171313
23 Feb 2016 11:11:01.000,202.730,28.500,1485.640674
23 Feb 2016 11:11:21.000,204.064,25.147,1601.578055
23 Feb 2016 11:11:41.000,205.171,22.162,1721.036243
23 Feb 2016 11:11:56.972,205.930,20.000,1818.466055
23 Feb 2016 12:44:30.974,51.802,20.000,1824.031540
23 Feb 2016 12:44:50.000,51.361,22.619,1706.602103
23 Feb 2016 12:45:10.000,50.789,25.693,1585.822799
23 Feb 2016 12:45:30.000,50.067,29.164,1468.494720
23 Feb 2016 12:45:50.000,49.136,33.115,1355.572715
23 Feb 2016 12:46:10.000,47.904,37.645,1248.309597
23 Feb 2016 12:46:30.000,46.213,42.863,1148.346093
23 Feb 2016 12:46:50.000,43.776,48.870,1057.803719
23 Feb 2016 12:47:10.000,40.011,55.720,979.345086
23 Feb 2016 12:47:30.000,33.578,63.315,916.118772
23 Feb 2016 12:47:50.000,20.820,71.144,871.477317
23 Feb 2016 12:48:10.000,351.469,77.331,848.381472
23 Feb 2016 12:48:30.000,304.033,77.223,848.603165
23 Feb 2016 12:48:50.000,275.315,70.938,872.125347
23 Feb 2016 12:49:10.000,262.815,63.093,917.148270
23 Feb 2016 12:49:30.000,256.483,55.506,980.697582
23 Feb 2016 12:49:50.000,252.764,48.670,1059.420613
23 Feb 2016 12:50:10.000,250.351,42.677,1150.175496
23 Feb 2016 12:50:30.000,248.674,37.472,1250.310401
23 Feb 2016 12:50:50.000,247.449,32.953,1357.713094
23 Feb 2016 12:51:10.000,246.524,29.011,1470.751105
23 Feb 2016 12:51:30.000,245.804,25.548,1588.177263
23 Feb 2016 12:51:50.000,245.233,22.481,1709.041687
23 Feb 2016 12:52:08.007,244.813,20.001,1820.196914
23 Feb 2016 14:24:27.568,69.000,20.000,1823.076138
23 Feb 2016 14:24:47.000,67.875,22.622,1705.664261
23 Feb 2016 14:25:07.000,66.473,25.617,1587.951789
23 Feb 2016 14:25:27.000,64.744,28.964,1474.230646
23 Feb 2016 14:25:47.000,62.569,32.721,1365.554657
23 Feb 2016 14:26:07.000,59.766,36.943,1263.280501
23 Feb 2016 14:26:27.000,56.052,41.667,1169.140035
23 Feb 2016 14:26:47.000,50.964,46.872,1085.299170
23 Feb 2016 14:27:07.000,43.740,52.410,1014.356012
23 Feb 2016 14:27:27.000,33.162,57.870,959.210913
23 Feb 2016 14:27:47.000,17.717,62.393,922.727363
23 Feb 2016 14:28:07.000,357.207,64.659,907.176398
23 Feb 2016 14:28:27.000,335.495,63.682,913.634806
23 Feb 2016 14:28:47.000,317.793,59.919,941.647444
23 Feb 2016 14:29:07.000,305.375,54.708,989.373722
23 Feb 2016 14:29:27.000,296.940,49.130,1054.120657
23 Feb 2016 14:29:47.000,291.084,43.756,1132.948042
23 Feb 2016 14:30:07.000,286.872,38.824,1223.105791
23 Feb 2016 14:30:27.000,283.735,34.396,1322.243272
23 Feb 2016 14:30:47.000,281.326,30.451,1428.452830
23 Feb 2016 14:31:07.000,279.429,26.941,1540.230660
23 Feb 2016 14:31:27.000,277.903,23.806,1656.405813
23 Feb 2016 14:31:47.000,276.654,20.993,1776.069593
23 Feb 2016 14:31:54.578,276.239,20.000,1822.169475
23 Feb 2016 16:04:13.021,95.124,20.000,1821.435490
23 Feb 2016 16:04:33.000,94.134,22.724,1699.936391
23 Feb 2016 16:04:53.000,92.927,25.762,1581.372564
23 Feb 2016 16:05:13.000,91.430,29.171,1466.674245
23 Feb 2016 16:05:33.000,89.536,33.015,1356.878681
23 Feb 2016 16:05:53.000,87.078,37.364,1253.329390
23 Feb 2016 16:06:13.000,83.785,42.274,1157.754662
23 Feb 2016 16:06:33.000,79.201,47.756,1072.336708
23 Feb 2016 16:06:53.000,72.522,53.702,999.723943
23 Feb 2016 16:07:13.000,62.312,59.742,942.914322
23 Feb 2016 16:07:33.000,46.353,64.986,904.916347
23 Feb 2016 16:07:53.000,23.379,67.823,888.164885
23 Feb 2016 16:08:13.000,358.250,66.823,893.862777
23 Feb 2016 16:08:33.000,338.692,62.549,921.591376
23 Feb 2016 16:08:53.000,325.919,56.753,969.450546
23 Feb 2016 16:09:13.000,317.710,50.692,1034.631543
23 Feb 2016 16:09:33.000,312.213,44.958,1114.072028
23 Feb 2016 16:09:53.000,308.350,39.763,1204.923858
23 Feb 2016 16:10:13.000,305.519,35.142,1304.770165
23 Feb 2016 16:10:33.000,303.371,31.057,1411.664126
23 Feb 2016 16:10:53.000,301.693,27.442,1524.081758
23 Feb 2016 16:11:13.000,300.354,24.229,1640.843791
23 Feb 2016 16:11:33.000,299.264,21.355,1761.040029
23 Feb 2016 16:11:43.216,298.783,20.000,1823.527643
23 Feb 2016 17:44:05.552,129.689,20.000,1819.426515
23 Feb 2016 17:44:25.000,129.708,22.703,1698.996758
23 Feb 2016 17:44:45.000,129.715,25.816,1577.765553
23 Feb 2016 17:45:05.000,129.705,29.342,1459.904508
23 Feb 2016 17:45:25.000,129.671,33.371,1346.356694
23 Feb 2016 17:45:45.000,129.603,38.014,1238.364922
23 Feb 2016 17:46:05.000,129.481,43.400,1137.565778
23 Feb 2016 17:46:25.000,129.271,49.669,1046.089772
23 Feb 2016 17:46:45.000,128.894,56.942,966.632668
23 Feb 2016 17:47:05.000,128.156,65.281,902.412617
23 Feb 2016 17:47:25.000,126.335,74.608,856.892199
23 Feb 2016 17:47:45.000,117.253,84.584,833.162845
23 Feb 2016 17:48:05.000,325.624,84.736,833.098352
23 Feb 2016 17:48:25.000,316.179,74.762,856.703450
23 Feb 2016 17:48:45.000,314.329,65.431,902.111887
23 Feb 2016 17:49:05.000,313.582,57.087,966.235641
23 Feb 2016 17:49:25.000,313.204,49.808,1045.611853
23 Feb 2016 17:49:45.000,312.993,43.535,1137.019027
23 Feb 2016 17:50:05.000,312.872,38.144,1237.758976
23 Feb 2016 17:50:25.000,312.805,33.498,1345.697958
23 Feb 2016 17:50:45.000,312.774,29.466,1459.197275
23 Feb 2016 17:51:05.000,312.766,25.939,1577.011698
23 Feb 2016 17:51:25.000,312.776,22.824,1698.197065
23 Feb 2016 17:51:45.000,312.799,20.047,1822.032808
23 Feb 2016 17:51:45.354,312.799,20.001,1824.243925
23 Feb 2016 19:24:34.796,171.138,20.000,1818.148293
23 Feb 2016 19:24:54.000,172.741,22.525,1705.331330
23 Feb 2016 19:25:14.000,174.711,25.419,1591.255766
23 Feb 2016 19:25:34.000,177.081,28.624,1481.512791
23 Feb 2016 19:25:54.000,179.984,32.175,1377.190394
23 Feb 2016 19:26:14.000,183.617,36.097,1279.664175
23 Feb 2016 19:26:34.000,188.265,40.381,1190.650854
23 Feb 2016 19:26:54.000,194.351,44.949,1112.238132
23 Feb 2016 19:27:14.000,202.469,49.587,1046.846279
23 Feb 2016 19:27:34.000,213.337,53.863,997.069377
23 Feb 2016 19:27:54.000,227.429,57.078,965.347467
23 Feb 2016 19:28:14.000,244.075,58.420,953.496464
23 Feb 2016 19:28:34.000,260.953,57.456,962.254325
23 Feb 2016 19:28:54.000,275.556,54.507,991.069580
23 Feb 2016 19:29:14.000,286.940,50.363,1038.260088
23 Feb 2016 19:29:34.000,295.461,45.761,1101.446464
23 Feb 2016 19:29:54.000,301.836,41.175,1178.031002
23 Feb 2016 19:30:14.000,306.690,36.848,1265.552570
23 Feb 2016 19:30:34.000,310.469,32.875,1361.869123
23 Feb 2016 19:30:54.000,313.481,29.273,1465.208199
23 Feb 2016 19:31:14.000,315.931,26.021,1574.146211
23 Feb 2016 19:31:34.000,317.963,23.085,1687.555632
23 Feb 2016 19:31:54.000,319.677,20.424,1804.548206
23 Feb 2016 19:31:57.374,319.940,20.000,1824.584007
23 Feb 2016 21:06:13.030,219.681,20.000,1818.963440
23 Feb 2016 21:06:33.000,223.260,21.987,1729.129966
23 Feb 2016 21:06:53.000,227.325,24.010,1645.854834
23 Feb 2016 21:07:13.000,231.935,26.023,1570.382166
23 Feb 2016 21:07:33.000,237.143,27.965,1503.919580
23 Feb 2016 21:07:53.000,242.983,29.754,1447.737116
23 Feb 2016 21:08:13.000,249.446,31.289,1403.093262
23 Feb 2016 21:08:33.000,256.463,32.459,1371.133251
23 Feb 2016 21:08:53.000,263.891,33.164,1352.768472
23 Feb 2016 21:09:13.000,271.517,33.336,1348.560131
23 Feb 2016 21:09:33.000,279.093,32.959,1358.639489
23 Feb 2016 21:09:53.000,286.380,32.072,1382.687738
23 Feb 2016 21:10:13.000,293.190,30.756,1419.983358
23 Feb 2016 21:10:33.000,299.411,29.120,1469.501007
23 Feb 2016 21:10:53.000,304.999,27.270,1530.032271
23 Feb 2016 21:11:13.000,309.965,25.301,1600.301865
23 Feb 2016 21:11:33.000,314.353,23.288,1679.057771
23 Feb 2016 21:11:53.000,318.222,21.284,1765.131691
23 Feb 2016 21:12:06.019,320.492,20.000,1824.587482
24 Feb 2016 07:21:50.600,52.406,20.000,1824.016651
24 Feb 2016 07:22:10.000,57.195,20.593,1795.902569
24 Feb 2016 07:22:30.000,62.295,21.001,1776.912089
24 Feb 2016 07:22:50.000,67.493,21.183,1768.398980
24 Feb 2016 07:23:10.000,72.714,21.129,1770.520134
24 Feb 2016 07:23:30.000,77.881,20.843,1783.238774
24 Feb 2016 07:23:50.000,82.920,20.337,1806.327897
24 Feb 2016 07:24:00.259,85.435,20.000,1822.071541
24 Feb 2016 09:01:12.929,39.017,20.000,1824.629689
24 Feb 2016 09:01:32.000,42.113,22.030,1732.185992
24 Feb 2016 09:01:52.000,45.821,24.239,1641.018135
24 Feb 2016 09:02:12.000,50.083,26.501,1556.833193
24 Feb 2016 09:02:32.000,54.985,28.765,1480.863552
24 Feb 2016 09:02:52.000,60.604,30.955,1414.470452
24 Feb 2016 09:03:12.000,66.993,32.960,1359.091079
24 Feb 2016 09:03:32.000,74.143,34.647,1316.143509
24 Feb 2016 09:03:52.000,81.959,35.869,1286.894435
24 Feb 2016 09:04:12.000,90.230,36.499,1272.304345
24 Feb 2016 09:04:32.000,98.656,36.462,1272.885980
24 Feb 2016 09:04:52.000,106.898,35.762,1288.620875
24 Feb 2016 09:05:12.000,114.660,34.479,1318.962524
24 Feb 2016 09:05:32.000,121.744,32.744,1362.925665
24 Feb 2016 09:05:52.000,128.061,30.704,1419.228978
24 Feb 2016 09:06:12.000,133.611,28.493,1486.450369
24 Feb 2016 09:06:32.000,138.450,26.215,1563.157189
24 Feb 2016 09:06:52.000,142.655,23.946,1647.996385
24 Feb 2016 09:07:12.000,146.315,21.735,1739.746834
24 Feb 2016 09:07:28.251,148.942,20.000,1818.645391
24 Feb 2016 10:41:23.657,40.812,20.000,1824.540707
24 Feb 2016 10:41:43.000,42.131,22.577,1708.772840
24 Feb 2016 10:42:03.000,43.743,25.527,1592.176014
24 Feb 2016 10:42:23.000,45.685,28.817,1479.525110
24 Feb 2016 10:42:43.000,48.078,32.501,1371.848555
24 Feb 2016 10:43:03.000,51.098,36.630,1270.465599
24 Feb 2016 10:43:23.000,55.021,41.232,1177.054298
24 Feb 2016 10:43:43.000,60.286,46.285,1093.706676
24 Feb 2016 10:44:03.000,67.606,51.641,1022.927279
24 Feb 2016 10:44:23.000,78.074,56.912,967.513740
24 Feb 2016 10:44:43.000,93.001,61.305,930.244243
24 Feb 2016 10:45:03.000,112.565,63.622,913.361172
24 Feb 2016 10:45:23.000,133.536,62.928,917.999497
24 Feb 2016 10:45:43.000,151.211,59.526,943.842036
24 Feb 2016 10:46:03.000,164.025,54.605,989.219493
24 Feb 2016 10:46:23.000,172.941,49.213,1051.589925
24 Feb 2016 10:46:43.000,179.241,43.947,1128.115147
24 Feb 2016 10:47:03.000,183.843,39.073,1216.097753
24 Feb 2016 10:47:23.000,187.321,34.671,1313.204368
24 Feb 2016 10:47:43.000,190.034,30.735,1417.524249
24 Feb 2016 10:48:03.000,192.207,27.224,1527.541059
24 Feb 2016 10:48:23.000,193.987,24.084,1642.068276
24 Feb 2016 10:48:43.000,195.475,21.262,1760.181827
24 Feb 2016 10:48:52.652,196.110,20.000,1818.245065
24 Feb 2016 12:21:34.698,48.988,20.000,1824.170855
24 Feb 2016 12:21:54.000,48.801,22.668,1704.663068
24 Feb 2016 12:22:14.000,48.551,25.760,1583.442263
24 Feb 2016 12:22:34.000,48.225,29.259,1465.585345
24 Feb 2016 12:22:54.000,47.792,33.252,1352.031050
24 Feb 2016 12:23:14.000,47.202,37.847,1244.015114
24 Feb 2016 12:23:34.000,46.373,43.168,1143.162964
