"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
16 Feb 2016 13:50:16.000,278.307,45.056,1111.909687
16 Feb 2016 13:50:36.000,274.422,39.844,1202.530364
16 Feb 2016 13:50:56.000,271.577,35.208,1302.198443
16 Feb 2016 13:51:16.000,269.419,31.109,1408.955979
16 Feb 2016 13:51:36.000,267.735,27.482,1521.269661
16 Feb 2016 13:51:56.000,266.390,24.259,1637.952871
16 Feb 2016 13:52:16.000,265.296,21.377,1758.089796
16 Feb 2016 13:52:26.359,264.807,20.000,1821.430497
16 Feb 2016 15:24:44.803,83.700,20.000,1822.164429
16 Feb 2016 15:25:04.000,82.588,22.591,1706.175932
16 Feb 2016 15:25:24.000,81.187,25.584,1588.448904
16 Feb 2016 15:25:44.000,79.459,28.930,1474.710308
16 Feb 2016 15:26:04.000,77.285,32.685,1366.012967
16 Feb 2016 15:26:24.000,74.485,36.906,1263.712262
16 Feb 2016 15:26:44.000,70.776,41.627,1169.538434
16 Feb 2016 15:27:04.000,65.697,46.830,1085.655551
16 Feb 2016 15:27:24.000,58.486,52.368,1014.659958
16 Feb 2016 15:27:44.000,47.931,57.830,959.450963
16 Feb 2016 15:28:04.000,32.521,62.362,922.892642
16 Feb 2016 15:28:24.000,12.041,64.645,907.259004
16 Feb 2016 15:28:44.000,350.327,63.688,913.631994
16 Feb 2016 15:29:04.000,332.599,59.940,941.562346
16 Feb 2016 15:29:24.000,320.155,54.738,989.214161
16 Feb 2016 15:29:44.000,311.701,49.163,1053.896885
16 Feb 2016 15:30:04.000,305.832,43.790,1132.670626
16 Feb 2016 15:30:24.000,301.612,38.858,1222.784295
16 Feb 2016 15:30:44.000,298.469,34.429,1321.885718
16 Feb 2016 15:31:04.000,296.056,30.483,1428.065658
16 Feb 2016 15:31:24.000,294.157,26.971,1539.818913
16 Feb 2016 15:31:44.000,292.629,23.836,1655.973393
16 Feb 2016 15:32:04.000,291.378,21.022,1775.619497
16 Feb 2016 15:32:11.802,290.951,20.000,1823.082063
16 Feb 2016 17:04:31.351,115.107,20.000,1820.209823
16 Feb 2016 17:04:51.000,114.643,22.719,1699.029450
16 Feb 2016 17:05:11.000,114.059,25.816,1578.427632
16 Feb 2016 17:05:31.000,113.321,29.314,1461.333385
16 Feb 2016 17:05:51.000,112.370,33.299,1348.718214
16 Feb 2016 17:06:11.000,111.110,37.869,1241.856863
16 Feb 2016 17:06:31.000,109.378,43.134,1142.417970
16 Feb 2016 17:06:51.000,106.875,49.192,1052.556161
16 Feb 2016 17:07:11.000,102.992,56.092,974.967930
16 Feb 2016 17:07:31.000,96.316,63.722,912.825330
16 Feb 2016 17:07:51.000,82.965,71.527,869.476092
16 Feb 2016 17:08:11.000,52.298,77.492,847.827283
16 Feb 2016 17:08:31.000,5.170,76.942,849.548923
16 Feb 2016 17:08:51.000,337.772,70.493,874.501987
16 Feb 2016 17:09:11.000,325.768,62.652,920.789013
16 Feb 2016 17:09:31.000,319.622,55.113,985.389705
16 Feb 2016 17:09:51.000,315.987,48.336,1064.950519
16 Feb 2016 17:10:11.000,313.618,42.399,1156.356587
16 Feb 2016 17:10:31.000,311.966,37.243,1256.991030
16 Feb 2016 17:10:51.000,310.758,32.765,1364.774151
16 Feb 2016 17:11:11.000,309.844,28.858,1478.100910
16 Feb 2016 17:11:31.000,309.133,25.423,1595.746077
16 Feb 2016 17:11:51.000,308.568,22.379,1716.775621
16 Feb 2016 17:12:08.361,308.168,20.001,1824.021405
16 Feb 2016 18:44:42.297,153.975,20.000,1818.476714
16 Feb 2016 18:45:02.000,154.923,22.694,1698.518999
16 Feb 2016 18:45:22.000,156.062,25.743,1579.642053
16 Feb 2016 18:45:42.000,157.441,29.173,1464.441165
16 Feb 2016 18:46:02.000,159.150,33.056,1353.910488
16 Feb 2016 18:46:22.000,161.331,37.472,1249.343463
16 Feb 2016 18:46:42.000,164.218,42.499,1152.414739
16 Feb 2016 18:47:02.000,168.218,48.182,1065.258409
16 Feb 2016 18:47:22.000,174.091,54.478,990.498490
16 Feb 2016 18:47:42.000,183.340,61.112,931.160094
16 Feb 2016 18:48:02.000,198.891,67.285,890.358921
16 Feb 2016 18:48:22.000,224.266,71.184,870.721746
16 Feb 2016 18:48:42.000,254.713,70.575,873.684228
16 Feb 2016 18:49:02.000,277.536,65.889,899.020471
16 Feb 2016 18:49:22.000,291.160,59.491,944.920729
16 Feb 2016 18:49:42.000,299.369,52.907,1008.562112
16 Feb 2016 18:50:02.000,304.678,46.763,1086.806108
16 Feb 2016 18:50:22.000,308.352,41.255,1176.712157
16 Feb 2016 18:50:42.000,311.037,36.396,1275.781706
16 Feb 2016 18:51:02.000,313.086,32.128,1382.005849
16 Feb 2016 18:51:22.000,314.706,28.371,1493.817292
16 Feb 2016 18:51:42.000,316.022,25.048,1610.008097
16 Feb 2016 18:52:02.000,317.116,22.088,1729.649783
16 Feb 2016 18:52:17.531,317.849,20.000,1824.476081
16 Feb 2016 20:25:49.053,199.418,20.000,1818.327208
16 Feb 2016 20:26:09.000,202.241,22.318,1714.314971
16 Feb 2016 20:26:29.000,205.527,24.786,1615.186148
16 Feb 2016 20:26:49.000,209.369,27.388,1522.275757
16 Feb 2016 20:27:09.000,213.889,30.089,1436.832597
16 Feb 2016 20:27:29.000,219.221,32.824,1360.302499
16 Feb 2016 20:27:49.000,225.499,35.486,1294.301691
16 Feb 2016 20:28:09.000,232.825,37.913,1240.540054
16 Feb 2016 20:28:29.000,241.201,39.896,1200.685070
16 Feb 2016 20:28:49.000,250.464,41.211,1176.167304
16 Feb 2016 20:29:09.000,260.247,41.677,1167.961518
16 Feb 2016 20:29:29.000,270.029,41.223,1176.410608
16 Feb 2016 20:29:49.000,279.292,39.921,1201.157632
16 Feb 2016 20:30:09.000,287.668,37.951,1241.215859
16 Feb 2016 20:30:29.000,294.994,35.537,1295.147264
16 Feb 2016 20:30:49.000,301.274,32.887,1361.280766
16 Feb 2016 20:31:09.000,306.607,30.163,1437.905319
16 Feb 2016 20:31:29.000,311.129,27.472,1523.406944
16 Feb 2016 20:31:49.000,314.974,24.880,1616.342259
16 Feb 2016 20:32:09.000,318.263,22.419,1715.465718
16 Feb 2016 20:32:29.000,321.097,20.103,1819.725477
16 Feb 2016 20:32:29.917,321.218,20.001,1824.615593
16 Feb 2016 22:08:33.473,255.786,20.000,1820.871823
16 Feb 2016 22:08:53.000,260.301,21.141,1768.367262
16 Feb 2016 22:09:13.000,265.253,22.161,1723.802926
16 Feb 2016 22:09:33.000,270.501,22.986,1689.308385
16 Feb 2016 22:09:53.000,275.986,23.576,1665.522323
16 Feb 2016 22:10:13.000,281.629,23.899,1652.915459
16 Feb 2016 22:10:33.000,287.334,23.936,1651.746993
16 Feb 2016 22:10:53.000,292.999,23.685,1662.039522
16 Feb 2016 22:11:13.000,298.526,23.161,1683.576473
16 Feb 2016 22:11:33.000,303.831,22.394,1715.923593
16 Feb 2016 22:11:53.000,308.851,21.423,1758.469309
16 Feb 2016 22:12:13.000,313.546,20.292,1810.475323
16 Feb 2016 22:12:17.827,314.628,20.000,1824.353488
17 Feb 2016 08:21:39.942,40.791,20.000,1824.555506
17 Feb 2016 08:21:59.000,44.580,21.643,1749.004876
17 Feb 2016 08:22:19.000,48.999,23.332,1677.128749
17 Feb 2016 08:22:39.000,53.900,24.936,1613.871492
17 Feb 2016 08:22:59.000,59.292,26.393,1560.312223
17 Feb 2016 08:23:19.000,65.156,27.630,1517.504588
17 Feb 2016 08:23:39.000,71.430,28.572,1486.398829
17 Feb 2016 08:23:59.000,78.008,29.154,1467.754985
17 Feb 2016 08:24:19.000,84.743,29.328,1462.060335
17 Feb 2016 08:24:39.000,91.466,29.081,1469.470094
17 Feb 2016 08:24:59.000,98.008,28.431,1489.787996
17 Feb 2016 08:25:19.000,104.228,27.430,1522.490992
17 Feb 2016 08:25:39.000,110.026,26.144,1566.792523
17 Feb 2016 08:25:59.000,115.347,24.651,1621.726557
17 Feb 2016 08:26:19.000,120.175,23.021,1686.233757
17 Feb 2016 08:26:39.000,124.524,21.314,1759.237468
17 Feb 2016 08:26:54.144,127.518,20.000,1819.531123
17 Feb 2016 10:01:43.873,39.282,20.000,1824.600700
17 Feb 2016 10:02:03.000,41.284,22.409,1715.915963
17 Feb 2016 10:02:23.000,43.739,25.152,1606.129709
17 Feb 2016 10:02:43.000,46.665,28.143,1501.196272
17 Feb 2016 10:03:03.000,50.200,31.395,1402.257343
17 Feb 2016 10:03:23.000,54.536,34.894,1310.720178
17 Feb 2016 10:03:43.000,59.924,38.587,1228.286026
17 Feb 2016 10:04:03.000,66.681,42.343,1156.943979
17 Feb 2016 10:04:23.000,75.157,45.918,1098.891764
17 Feb 2016 10:04:43.000,85.602,48.931,1056.351571
17 Feb 2016 10:05:03.000,97.891,50.901,1031.266596
17 Feb 2016 10:05:23.000,111.244,51.414,1024.932408
17 Feb 2016 10:05:43.000,124.355,50.343,1037.697412
17 Feb 2016 10:06:03.000,136.046,47.937,1068.874474
17 Feb 2016 10:06:23.000,145.785,44.661,1116.911983
17 Feb 2016 10:06:43.000,153.618,40.973,1179.735058
17 Feb 2016 10:07:03.000,159.852,37.206,1255.102088
17 Feb 2016 10:07:23.000,164.834,33.560,1340.871744
17 Feb 2016 10:07:43.000,168.860,30.134,1435.148132
17 Feb 2016 10:08:03.000,172.159,26.965,1536.330894
17 Feb 2016 10:08:23.000,174.901,24.055,1643.105833
17 Feb 2016 10:08:43.000,177.212,21.389,1754.411806
17 Feb 2016 10:08:54.152,178.349,20.000,1818.123195
17 Feb 2016 11:41:56.688,44.991,20.000,1824.358834
17 Feb 2016 11:42:16.000,45.336,22.664,1704.972965
17 Feb 2016 11:42:36.000,45.748,25.750,1583.932343
17 Feb 2016 11:42:56.000,46.236,29.240,1466.238414
17 Feb 2016 11:43:16.000,46.829,33.223,1352.823664
17 Feb 2016 11:43:36.000,47.574,37.805,1244.915126
17 Feb 2016 11:43:56.000,48.555,43.109,1144.126296
17 Feb 2016 11:44:16.000,49.924,49.264,1052.555201
17 Feb 2016 11:44:36.000,52.002,56.377,972.855246
17 Feb 2016 11:44:56.000,55.587,64.469,908.196881
17 Feb 2016 11:45:16.000,63.319,73.335,862.003649
17 Feb 2016 11:45:36.000,89.505,81.869,837.360236
17 Feb 2016 11:45:56.000,171.821,82.456,836.186309
17 Feb 2016 11:46:16.000,201.872,74.121,858.580069
17 Feb 2016 11:46:36.000,210.281,65.204,902.781738
17 Feb 2016 11:46:56.000,214.073,57.018,965.785025
17 Feb 2016 11:47:16.000,216.238,49.807,1044.168943
17 Feb 2016 11:47:36.000,217.650,43.560,1134.720921
17 Feb 2016 11:47:56.000,218.656,38.176,1234.732890
17 Feb 2016 11:48:16.000,219.416,33.528,1342.053827
17 Feb 2016 11:48:36.000,220.017,29.491,1455.026822
17 Feb 2016 11:48:56.000,220.509,25.956,1572.390311
17 Feb 2016 11:49:16.000,220.924,22.833,1693.186519
17 Feb 2016 11:49:36.000,221.280,20.050,1816.683914
17 Feb 2016 11:49:36.372,221.286,20.001,1819.002014
17 Feb 2016 13:22:01.820,57.270,20.000,1823.745724
17 Feb 2016 13:22:21.000,56.484,22.619,1706.368554
17 Feb 2016 13:22:41.000,55.485,25.660,1586.832780
17 Feb 2016 13:23:01.000,54.242,29.080,1470.974912
17 Feb 2016 13:23:21.000,52.664,32.950,1359.792923
17 Feb 2016 13:23:41.000,50.604,37.351,1254.586029
17 Feb 2016 13:24:01.000,47.827,42.359,1157.037671
17 Feb 2016 13:24:21.000,43.921,48.017,1069.295237
17 Feb 2016 13:24:41.000,38.122,54.279,994.002248
17 Feb 2016 13:25:01.000,28.931,60.862,934.210589
17 Feb 2016 13:25:21.000,13.495,66.958,893.068581
17 Feb 2016 13:25:41.000,348.550,70.766,873.235440
17 Feb 2016 13:26:01.000,318.856,70.131,876.168935
17 Feb 2016 13:26:21.000,296.489,65.486,901.646227
17 Feb 2016 13:26:41.000,283.048,59.132,947.841047
17 Feb 2016 13:27:01.000,274.952,52.578,1011.902218
17 Feb 2016 13:27:21.000,269.751,46.454,1090.660884
17 Feb 2016 13:27:41.000,266.194,40.960,1181.150329
17 Feb 2016 13:28:01.000,263.634,36.113,1280.852023
17 Feb 2016 13:28:21.000,261.717,31.855,1387.742756
17 Feb 2016 13:28:41.000,260.236,28.106,1500.245317
17 Feb 2016 13:29:01.000,259.062,24.790,1617.144937
17 Feb 2016 13:29:21.000,258.114,21.835,1737.508399
17 Feb 2016 13:29:34.602,257.569,20.000,1820.971869
17 Feb 2016 15:01:53.228,77.729,20.000,1822.541200
17 Feb 2016 15:02:13.000,76.544,22.667,1703.314489
17 Feb 2016 15:02:33.000,75.091,25.661,1585.917971
17 Feb 2016 15:02:53.000,73.300,29.006,1472.572461
17 Feb 2016 15:03:13.000,71.047,32.756,1364.344001
17 Feb 2016 15:03:33.000,68.148,36.964,1262.602803
17 Feb 2016 15:03:53.000,64.313,41.660,1169.093989
17 Feb 2016 15:04:13.000,59.074,46.815,1085.993016
17 Feb 2016 15:04:33.000,51.670,52.267,1015.897669
17 Feb 2016 15:04:53.000,40.925,57.588,961.689800
17 Feb 2016 15:05:13.000,25.469,61.918,926.189316
17 Feb 2016 15:05:33.000,5.345,63.989,911.600563
17 Feb 2016 15:05:53.000,344.324,62.924,918.926793
17 Feb 2016 15:06:13.000,327.150,59.201,947.657022
17 Feb 2016 15:06:33.000,314.969,54.089,995.928758
17 Feb 2016 15:06:53.000,306.602,48.616,1061.059256
17 Feb 2016 15:07:13.000,300.744,43.335,1140.136933
17 Feb 2016 15:07:33.000,296.505,38.478,1230.444753
17 Feb 2016 15:07:53.000,293.333,34.109,1329.661377
17 Feb 2016 15:08:13.000,290.889,30.211,1435.901910
17 Feb 2016 15:08:33.000,288.960,26.738,1547.678959
17 Feb 2016 15:08:53.000,287.406,23.633,1663.832919
17 Feb 2016 15:09:13.000,286.130,20.843,1783.462737
17 Feb 2016 15:09:19.467,285.766,20.000,1822.768076
17 Feb 2016 16:41:38.325,107.186,20.000,1820.681005
17 Feb 2016 16:41:58.000,106.494,22.708,1699.936612
17 Feb 2016 16:42:18.000,105.633,25.782,1580.050245
17 Feb 2016 16:42:38.000,104.556,29.246,1463.799940
17 Feb 2016 16:42:58.000,103.182,33.177,1352.181134
17 Feb 2016 16:43:18.000,101.379,37.663,1246.493854
17 Feb 2016 16:43:38.000,98.929,42.793,1148.428979
17 Feb 2016 16:43:58.000,95.445,48.631,1060.152902
17 Feb 2016 16:44:18.000,90.180,55.158,984.345748
17 Feb 2016 16:44:38.000,81.564,62.140,924.117694
17 Feb 2016 16:44:58.000,66.192,68.805,882.692406
17 Feb 2016 16:45:18.000,38.863,73.160,862.801061
17 Feb 2016 16:45:38.000,4.784,72.413,865.937681
17 Feb 2016 16:45:58.000,340.940,67.167,891.857879
17 Feb 2016 16:46:18.000,327.835,60.296,938.665141
17 Feb 2016 16:46:38.000,320.335,53.396,1003.422099
17 Feb 2016 16:46:58.000,315.646,47.047,1082.887338
17 Feb 2016 16:47:18.000,312.488,41.405,1174.047025
17 Feb 2016 16:47:38.000,310.239,36.458,1274.358620
17 Feb 2016 16:47:58.000,308.567,32.131,1381.790697
17 Feb 2016 16:48:18.000,307.283,28.335,1494.766822
17 Feb 2016 16:48:38.000,306.272,24.984,1612.077340
17 Feb 2016 16:48:58.000,305.459,22.003,1732.795760
17 Feb 2016 16:49:12.794,304.955,20.000,1823.859493
17 Feb 2016 18:21:40.934,144.489,20.000,1818.785883
17 Feb 2016 18:22:00.000,145.041,22.631,1701.406192
17 Feb 2016 18:22:20.000,145.720,25.714,1580.940228
17 Feb 2016 18:22:40.000,146.536,29.197,1463.918837
17 Feb 2016 18:23:00.000,147.544,33.164,1351.293993
17 Feb 2016 18:23:20.000,148.828,37.715,1244.314871
17 Feb 2016 18:23:40.000,150.535,42.962,1144.617631
17 Feb 2016 18:24:00.000,152.930,49.011,1054.318136
17 Feb 2016 18:24:20.000,156.559,55.925,976.072213
17 Feb 2016 18:24:40.000,162.696,63.628,913.020681
17 Feb 2016 18:25:00.000,174.966,71.661,868.507831
17 Feb 2016 18:25:20.000,204.766,78.212,845.486580
17 Feb 2016 18:25:40.000,256.270,78.176,845.722718
17 Feb 2016 18:26:00.000,285.839,71.602,869.196151
17 Feb 2016 18:26:20.000,298.027,63.579,914.108066
17 Feb 2016 18:26:40.000,304.134,55.893,977.488792
17 Feb 2016 18:27:00.000,307.749,48.999,1055.992748
17 Feb 2016 18:27:20.000,310.139,42.969,1146.485962
17 Feb 2016 18:27:40.000,311.843,37.738,1246.324090
17 Feb 2016 18:28:00.000,313.127,33.200,1353.401383
17 Feb 2016 18:28:20.000,314.135,29.245,1466.090701
17 Feb 2016 18:28:40.000,314.954,25.772,1583.149145
17 Feb 2016 18:29:00.000,315.635,22.697,1703.630216
17 Feb 2016 18:29:19.613,316.205,20.001,1824.400628
17 Feb 2016 20:02:32.072,188.368,20.000,1818.140133
17 Feb 2016 20:02:52.000,190.747,22.458,1708.183476
17 Feb 2016 20:03:12.000,193.545,25.125,1602.248420
17 Feb 2016 20:03:32.000,196.863,28.000,1501.725052
17 Feb 2016 20:03:52.000,200.840,31.077,1407.819408
17 Feb 2016 20:04:12.000,205.654,34.318,1321.985262
17 Feb 2016 20:04:32.000,211.522,37.639,1245.931270
17 Feb 2016 20:04:52.000,218.684,40.882,1181.581068
17 Feb 2016 20:05:12.000,227.333,43.797,1130.962000
17 Feb 2016 20:05:32.000,237.491,46.051,1095.999694
17 Feb 2016 20:05:52.000,248.834,47.292,1078.231645
17 Feb 2016 20:06:12.000,260.632,47.287,1078.513848
17 Feb 2016 20:06:32.000,271.960,46.039,1096.830305
17 Feb 2016 20:06:52.000,282.095,43.784,1132.296592
17 Feb 2016 20:07:12.000,290.718,40.874,1183.355672
17 Feb 2016 20:07:32.000,297.857,37.641,1248.072886
17 Feb 2016 20:07:52.000,303.708,34.332,1324.420375
17 Feb 2016 20:08:12.000,308.508,31.104,1410.479451
17 Feb 2016 20:08:32.000,312.475,28.040,1504.548909
17 Feb 2016 20:08:52.000,315.786,25.176,1605.182989
17 Feb 2016 20:09:12.000,318.581,22.521,1711.183123
17 Feb 2016 20:09:32.000,320.967,20.064,1821.569898
17 Feb 2016 20:09:32.543,321.026,20.000,1824.617639
17 Feb 2016 21:44:47.383,240.948,20.000,1819.991406
17 Feb 2016 21:45:07.000,245.119,21.513,1750.908603
17 Feb 2016 21:45:27.000,249.790,22.973,1688.726220
17 Feb 2016 21:45:47.000,254.887,24.298,1635.840895
17 Feb 2016 21:46:07.000,260.390,25.431,1593.200087
17 Feb 2016 21:46:27.000,266.246,26.310,1561.660181
17 Feb 2016 21:46:47.000,272.370,26.882,1541.914014
17 Feb 2016 21:47:07.000,278.646,27.109,1534.423344
17 Feb 2016 21:47:27.000,284.937,26.973,1539.368214
17 Feb 2016 21:47:47.000,291.105,26.485,1556.625894
17 Feb 2016 21:48:07.000,297.028,25.680,1585.785305
17 Feb 2016 21:48:27.000,302.614,24.609,1626.192161
17 Feb 2016 21:48:47.000,307.803,23.332,1677.015272
17 Feb 2016 21:49:07.000,312.569,21.907,1737.318259
17 Feb 2016 21:49:27.000,316.911,20.388,1806.125947
17 Feb 2016 21:49:31.985,317.929,20.000,1824.488388
18 Feb 2016 07:58:50.201,43.078,20.000,1824.443134
18 Feb 2016 07:59:10.000,47.414,21.395,1759.915248
18 Feb 2016 07:59:30.000,52.186,22.696,1703.323558
18 Feb 2016 07:59:50.000,57.342,23.840,1656.277552
18 Feb 2016 08:00:10.000,62.846,24.774,1619.632139
18 Feb 2016 08:00:30.000,68.635,25.447,1594.123228
18 Feb 2016 08:00:50.000,74.618,25.816,1580.303359
18 Feb 2016 08:01:10.000,80.680,25.858,1578.487768
18 Feb 2016 08:01:30.000,86.698,25.570,1588.720624
18 Feb 2016 08:01:50.000,92.554,24.969,1610.770225
18 Feb 2016 08:02:10.000,98.148,24.094,1644.154363
18 Feb 2016 08:02:30.000,103.408,22.994,1688.188944
18 Feb 2016 08:02:50.000,108.291,21.722,1742.050676
18 Feb 2016 08:03:10.000,112.781,20.330,1804.840108
18 Feb 2016 08:03:14.559,113.749,20.000,1820.304974
18 Feb 2016 09:38:46.137,38.856,20.000,1824.615617
18 Feb 2016 09:39:06.000,41.377,22.385,1716.933936
18 Feb 2016 09:39:26.000,44.338,24.966,1613.108250
18 Feb 2016 09:39:46.000,47.829,27.727,1514.895948
18 Feb 2016 09:40:06.000,51.983,30.652,1423.507635
18 Feb 2016 09:40:26.000,56.963,33.695,1340.384692
18 Feb 2016 09:40:46.000,62.956,36.763,1267.196257
18 Feb 2016 09:41:06.000,70.149,39.697,1205.788660
18 Feb 2016 09:41:26.000,78.662,42.263,1158.067861
18 Feb 2016 09:41:46.000,88.443,44.170,1125.799893
18 Feb 2016 09:42:06.000,99.146,45.133,1110.349245
18 Feb 2016 09:42:26.000,110.133,44.985,1112.425973
18 Feb 2016 09:42:46.000,120.656,43.751,1131.935037
18 Feb 2016 09:43:06.000,130.139,41.638,1167.997261
18 Feb 2016 09:43:26.000,138.317,38.941,1219.132211
18 Feb 2016 09:43:46.000,145.194,35.942,1283.520915
18 Feb 2016 09:44:06.000,150.914,32.856,1359.257564
18 Feb 2016 09:44:26.000,155.668,29.825,1444.530433
18 Feb 2016 09:44:46.000,159.639,26.929,1537.721536
18 Feb 2016 09:45:06.000,162.984,24.203,1637.444556
18 Feb 2016 09:45:26.000,165.826,21.661,1742.540610
18 Feb 2016 09:45:39.890,167.558,20.001,1818.181838
18 Feb 2016 11:18:58.973,43.143,20.000,1824.441501
18 Feb 2016 11:19:18.000,43.825,22.602,1707.631117
18 Feb 2016 11:19:38.000,44.668,25.653,1587.516483
18 Feb 2016 11:19:58.000,45.683,29.092,1470.858823
18 Feb 2016 11:20:18.000,46.937,33.001,1358.607109
18 Feb 2016 11:20:38.000,48.533,37.473,1252.003316
18 Feb 2016 11:20:58.000,50.649,42.607,1152.669320
18 Feb 2016 11:21:18.000,53.602,48.494,1062.695683
18 Feb 2016 11:21:38.000,58.014,55.164,984.697777
18 Feb 2016 11:21:58.000,65.271,62.486,921.759659
18 Feb 2016 11:22:18.000,78.819,69.884,877.160384
18 Feb 2016 11:22:38.000,106.573,75.518,853.801213
18 Feb 2016 11:22:58.000,147.901,75.582,853.439824
18 Feb 2016 11:23:18.000,176.016,70.009,876.106483
18 Feb 2016 11:23:38.000,189.745,62.610,920.093301
18 Feb 2016 11:23:58.000,197.079,55.266,982.524643
18 Feb 2016 11:24:18.000,201.528,48.568,1060.124114
18 Feb 2016 11:24:38.000,204.499,42.655,1149.795530
18 Feb 2016 11:24:58.000,206.625,37.497,1248.907935
18 Feb 2016 11:25:18.000,208.227,33.005,1355.354473
18 Feb 2016 11:25:38.000,209.483,29.079,1467.500020
18 Feb 2016 11:25:58.000,210.498,25.625,1584.091362
18 Feb 2016 11:26:18.000,211.341,22.563,1704.171675
18 Feb 2016 11:26:36.652,212.009,20.001,1818.651148
18 Feb 2016 12:59:06.723,53.797,20.000,1823.929454
18 Feb 2016 12:59:26.000,53.204,22.648,1705.320672
18 Feb 2016 12:59:46.000,52.449,25.713,1585.017667
18 Feb 2016 13:00:06.000,51.502,29.170,1468.257722
18 Feb 2016 13:00:26.000,50.291,33.097,1356.014462
18 Feb 2016 13:00:46.000,48.698,37.586,1249.561739
18 Feb 2016 13:01:06.000,46.528,42.734,1150.561339
18 Feb 2016 13:01:26.000,43.430,48.619,1061.150535
18 Feb 2016 13:01:46.000,38.716,55.253,983.992300
18 Feb 2016 13:02:06.000,30.893,62.458,922.204908
18 Feb 2016 13:02:26.000,16.423,69.558,879.065972
