"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
17 Feb 2016 13:27:45.000,265.616,39.941,1200.425402
17 Feb 2016 13:28:05.000,263.207,35.217,1301.711436
17 Feb 2016 13:28:25.000,261.391,31.067,1409.837887
17 Feb 2016 13:28:30.579,260.962,30.001,1441.009344
17 Feb 2016 15:02:58.530,72.729,30.000,1442.081080
17 Feb 2016 15:03:18.000,70.392,33.764,1338.239171
17 Feb 2016 15:03:38.000,67.292,38.092,1238.376395
17 Feb 2016 15:03:58.000,63.159,42.909,1147.248461
17 Feb 2016 15:04:18.000,57.465,48.161,1067.140249
17 Feb 2016 15:04:38.000,49.353,53.634,1000.741351
17 Feb 2016 15:04:58.000,37.546,58.809,950.959393
17 Feb 2016 15:05:18.000,20.799,62.698,920.518033
17 Feb 2016 15:05:38.000,359.953,64.024,911.371178
17 Feb 2016 15:05:58.000,339.555,62.196,924.155604
17 Feb 2016 15:06:18.000,323.667,58.004,957.988588
17 Feb 2016 15:06:38.000,312.577,52.726,1010.744747
17 Feb 2016 15:06:58.000,304.945,47.264,1079.632862
17 Feb 2016 15:07:18.000,299.559,42.076,1161.759280
17 Feb 2016 15:07:38.000,295.628,37.340,1254.494643
17 Feb 2016 15:07:58.000,292.664,33.092,1355.627160
17 Feb 2016 15:08:14.150,290.766,30.001,1442.190232
17 Feb 2016 16:42:42.044,104.305,30.000,1440.822451
17 Feb 2016 16:43:02.000,102.861,34.027,1330.521146
17 Feb 2016 16:43:22.000,100.950,38.635,1226.209012
17 Feb 2016 16:43:42.000,98.332,43.903,1129.912433
17 Feb 2016 16:44:02.000,94.569,49.884,1043.899357
17 Feb 2016 16:44:22.000,88.798,56.532,970.949238
17 Feb 2016 16:44:42.000,79.188,63.539,914.229222
17 Feb 2016 16:45:02.000,61.817,69.955,876.921266
17 Feb 2016 16:45:22.000,31.992,73.476,861.567517
17 Feb 2016 16:45:42.000,358.921,71.626,869.338672
17 Feb 2016 16:46:02.000,337.651,65.850,899.632292
17 Feb 2016 16:46:22.000,326.008,58.890,950.284138
17 Feb 2016 16:46:42.000,319.227,52.073,1018.240539
17 Feb 2016 16:47:02.000,314.918,45.861,1100.272599
17 Feb 2016 16:47:22.000,311.979,40.362,1193.449347
17 Feb 2016 16:47:42.000,309.866,35.546,1295.331855
17 Feb 2016 16:48:02.000,308.284,31.332,1403.985840
17 Feb 2016 16:48:08.909,307.828,30.000,1442.812398
17 Feb 2016 18:22:44.271,146.733,30.000,1439.463062
17 Feb 2016 18:23:04.000,147.775,34.024,1329.400239
17 Feb 2016 18:23:24.000,149.129,38.705,1223.732528
17 Feb 2016 18:23:44.000,150.947,44.105,1125.728795
17 Feb 2016 18:24:04.000,153.532,50.324,1037.610215
17 Feb 2016 18:24:24.000,157.521,57.409,962.139432
17 Feb 2016 18:24:44.000,164.461,65.236,902.529955
17 Feb 2016 18:25:04.000,178.923,73.197,862.105645
17 Feb 2016 18:25:24.000,214.406,78.923,843.646012
17 Feb 2016 18:25:44.000,264.531,77.176,848.592836
17 Feb 2016 18:26:04.000,289.121,70.020,876.546851
17 Feb 2016 18:26:24.000,299.560,61.991,925.412937
17 Feb 2016 18:26:44.000,304.998,54.446,992.085781
17 Feb 2016 18:27:04.000,308.301,47.725,1073.224637
17 Feb 2016 18:27:24.000,310.523,41.862,1165.780857
17 Feb 2016 18:27:44.000,312.127,36.779,1267.218995
17 Feb 2016 18:28:04.000,313.347,32.366,1375.535133
17 Feb 2016 18:28:15.971,313.950,30.000,1443.000260
17 Feb 2016 20:03:45.139,199.391,30.001,1439.202817
17 Feb 2016 20:04:05.000,203.861,33.169,1351.007381
17 Feb 2016 20:04:25.000,209.333,36.476,1271.321097
17 Feb 2016 20:04:45.000,216.016,39.770,1202.645860
17 Feb 2016 20:05:05.000,224.129,42.834,1146.991141
17 Feb 2016 20:05:25.000,233.775,45.360,1106.347698
17 Feb 2016 20:05:45.000,244.767,46.991,1082.423797
17 Feb 2016 20:06:05.000,256.509,47.436,1076.343548
17 Feb 2016 20:06:25.000,268.102,46.606,1088.406642
17 Feb 2016 20:06:45.000,278.712,44.667,1118.018940
17 Feb 2016 20:07:05.000,287.876,41.945,1163.827848
17 Feb 2016 20:07:25.000,295.517,38.791,1223.995805
17 Feb 2016 20:07:45.000,301.792,35.487,1296.499735
17 Feb 2016 20:08:05.000,306.933,32.218,1379.365834
17 Feb 2016 20:08:19.067,309.995,30.000,1442.881638
18 Feb 2016 09:40:01.628,51.011,30.001,1442.832210
18 Feb 2016 09:40:21.000,55.631,32.928,1360.302909
18 Feb 2016 09:40:41.000,61.352,36.001,1284.463315
18 Feb 2016 09:41:01.000,68.229,38.987,1219.931194
18 Feb 2016 09:41:21.000,76.409,41.671,1168.613643
18 Feb 2016 09:41:41.000,85.892,43.771,1132.334166
18 Feb 2016 09:42:01.000,96.415,44.993,1112.583299
18 Feb 2016 09:42:21.000,107.401,45.129,1110.254586
18 Feb 2016 09:42:41.000,118.105,44.152,1125.459436
18 Feb 2016 09:43:01.000,127.885,42.233,1157.502903
18 Feb 2016 09:43:21.000,136.398,39.654,1205.031664
18 Feb 2016 09:43:41.000,143.590,36.707,1266.285909
18 Feb 2016 09:44:01.000,149.582,33.627,1339.361416
18 Feb 2016 09:44:21.000,154.560,30.573,1422.410561
18 Feb 2016 09:44:24.824,155.412,30.000,1439.282871
18 Feb 2016 11:20:02.883,45.964,30.000,1443.001413
18 Feb 2016 11:20:22.000,47.224,33.847,1336.788576
18 Feb 2016 11:20:42.000,48.908,38.443,1231.495209
18 Feb 2016 11:21:02.000,51.159,43.722,1133.849698
18 Feb 2016 11:21:22.000,54.338,49.766,1046.045188
18 Feb 2016 11:21:42.000,59.171,56.585,970.800507
18 Feb 2016 11:22:02.000,67.302,63.992,911.269675
18 Feb 2016 11:22:22.000,82.899,71.251,870.711797
18 Feb 2016 11:22:42.000,114.457,76.096,851.861128
18 Feb 2016 11:23:02.000,155.117,74.788,856.162781
18 Feb 2016 11:23:22.000,179.584,68.584,883.278424
18 Feb 2016 11:23:42.000,191.562,61.107,931.207565
18 Feb 2016 11:24:02.000,198.136,53.867,996.935503
18 Feb 2016 11:24:22.000,202.213,47.322,1077.184314
18 Feb 2016 11:24:42.000,204.979,41.565,1168.937479
18 Feb 2016 11:25:02.000,206.980,36.548,1269.669286
18 Feb 2016 11:25:22.000,208.502,32.177,1377.372828
18 Feb 2016 11:25:33.066,209.199,30.000,1439.380244
18 Feb 2016 13:00:10.452,51.259,30.000,1442.840287
18 Feb 2016 13:00:30.000,50.008,33.946,1334.213572
18 Feb 2016 13:00:50.000,48.319,38.560,1229.104332
18 Feb 2016 13:01:10.000,45.998,43.850,1131.834373
18 Feb 2016 13:01:30.000,42.648,49.888,1044.644414
18 Feb 2016 13:01:50.000,37.472,56.660,970.299677
18 Feb 2016 13:02:10.000,28.703,63.923,911.983337
18 Feb 2016 13:02:30.000,12.152,70.829,872.942290
18 Feb 2016 13:02:50.000,340.982,75.022,855.836887
18 Feb 2016 13:03:10.000,304.042,73.349,861.982397
18 Feb 2016 13:03:30.000,281.354,67.278,890.895949
18 Feb 2016 13:03:50.000,269.705,60.006,940.468607
18 Feb 2016 13:04:10.000,263.170,52.944,1007.637003
18 Feb 2016 13:04:30.000,259.104,46.545,1089.124327
18 Feb 2016 13:04:50.000,256.368,40.905,1181.941567
18 Feb 2016 13:05:10.000,254.418,35.981,1283.597889
18 Feb 2016 13:05:30.000,252.967,31.685,1392.118632
18 Feb 2016 13:05:38.632,252.452,30.001,1440.681759
18 Feb 2016 14:40:06.529,67.281,30.000,1442.287673
18 Feb 2016 14:40:26.000,64.961,33.766,1338.341927
18 Feb 2016 14:40:46.000,61.882,38.099,1238.362640
18 Feb 2016 14:41:06.000,57.776,42.924,1147.097718
18 Feb 2016 14:41:26.000,52.114,48.189,1066.830923
18 Feb 2016 14:41:46.000,44.037,53.685,1000.253329
18 Feb 2016 14:42:06.000,32.255,58.892,950.278297
18 Feb 2016 14:42:26.000,15.482,62.824,919.640377
18 Feb 2016 14:42:46.000,354.520,64.182,910.308103
18 Feb 2016 14:43:06.000,333.976,62.361,922.932414
18 Feb 2016 14:43:26.000,317.996,58.152,956.639477
18 Feb 2016 14:43:46.000,306.873,52.849,1009.305455
18 Feb 2016 14:44:06.000,299.235,47.364,1078.134892
18 Feb 2016 14:44:26.000,293.855,42.156,1160.227283
18 Feb 2016 14:44:46.000,289.932,37.404,1252.946371
18 Feb 2016 14:45:06.000,286.977,33.144,1354.074669
18 Feb 2016 14:45:22.393,285.060,30.001,1441.971111
18 Feb 2016 16:19:50.396,96.010,30.000,1441.152006
18 Feb 2016 16:20:10.000,94.236,33.900,1333.981351
18 Feb 2016 16:20:30.000,91.869,38.413,1231.023924
18 Feb 2016 16:20:50.000,88.659,43.527,1136.302220
18 Feb 2016 16:21:10.000,84.115,49.259,1052.089612
18 Feb 2016 16:21:30.000,77.330,55.496,981.137643
18 Feb 2016 16:21:50.000,66.593,61.833,926.531538
18 Feb 2016 16:22:10.000,49.064,67.241,891.306649
18 Feb 2016 16:22:30.000,23.251,69.807,877.815078
18 Feb 2016 16:22:50.000,356.347,68.032,887.055004
18 Feb 2016 16:23:10.000,337.169,63.005,918.336670
18 Feb 2016 16:23:30.000,325.369,56.745,969.515825
18 Feb 2016 16:23:50.000,317.988,50.449,1037.632199
18 Feb 2016 16:24:10.000,313.100,44.610,1119.571344
18 Feb 2016 16:24:30.000,309.681,39.379,1212.502129
18 Feb 2016 16:24:50.000,307.179,34.758,1314.058519
18 Feb 2016 16:25:10.000,305.282,30.689,1422.353870
18 Feb 2016 16:25:13.646,304.985,30.001,1442.699724
18 Feb 2016 17:59:45.081,136.171,30.000,1439.726442
18 Feb 2016 18:00:05.000,136.538,34.104,1327.625149
18 Feb 2016 18:00:25.000,136.996,38.856,1220.866985
18 Feb 2016 18:00:45.000,137.594,44.371,1121.629643
18 Feb 2016 18:01:05.000,138.429,50.783,1032.133046
18 Feb 2016 18:01:25.000,139.712,58.204,955.163068
18 Feb 2016 18:01:45.000,142.008,66.662,893.997273
18 Feb 2016 18:02:05.000,147.502,75.997,852.074535
18 Feb 2016 18:02:25.000,176.816,85.285,832.325838
18 Feb 2016 18:02:45.000,290.088,82.474,836.331501
18 Feb 2016 18:03:05.000,304.510,72.906,863.758671
18 Feb 2016 18:03:25.000,308.458,63.829,912.485708
18 Feb 2016 18:03:45.000,310.318,55.713,979.318650
18 Feb 2016 18:04:05.000,311.420,48.639,1060.813841
18 Feb 2016 18:04:25.000,312.165,42.543,1153.836700
18 Feb 2016 18:04:45.000,312.713,37.299,1255.791913
18 Feb 2016 18:05:05.000,313.140,32.773,1364.638474
18 Feb 2016 18:05:18.810,313.387,30.000,1442.983470
18 Feb 2016 19:40:28.377,186.162,30.000,1439.098318
18 Feb 2016 19:40:48.000,189.772,33.461,1343.339034
18 Feb 2016 19:41:08.000,194.350,37.269,1253.682302
18 Feb 2016 19:41:28.000,200.149,41.288,1173.910271
18 Feb 2016 19:41:48.000,207.576,45.347,1106.199495
18 Feb 2016 19:42:08.000,217.078,49.126,1052.909942
18 Feb 2016 19:42:28.000,228.930,52.130,1016.334928
18 Feb 2016 19:42:48.000,242.793,53.774,998.328004
18 Feb 2016 19:43:08.000,257.397,53.645,999.898753
18 Feb 2016 19:43:28.000,271.024,51.782,1020.954354
18 Feb 2016 19:43:48.000,282.535,48.642,1060.324376
18 Feb 2016 19:44:08.000,291.712,44.808,1116.054572
18 Feb 2016 19:44:28.000,298.875,40.752,1185.816918
18 Feb 2016 19:44:48.000,304.475,36.768,1267.267535
18 Feb 2016 19:45:08.000,308.907,33.010,1358.271644
18 Feb 2016 19:45:25.233,312.021,30.000,1442.942954
18 Feb 2016 21:23:19.362,261.124,30.000,1441.037848
18 Feb 2016 21:23:39.000,267.886,30.588,1423.909589
18 Feb 2016 21:23:59.000,274.929,30.741,1419.751022
18 Feb 2016 21:24:19.000,281.935,30.429,1429.113824
18 Feb 2016 21:24:31.757,286.296,30.000,1442.040542
19 Feb 2016 09:17:11.976,54.646,30.000,1442.728449
19 Feb 2016 09:17:31.000,59.924,32.398,1374.292089
19 Feb 2016 09:17:51.000,66.344,34.789,1312.939133
19 Feb 2016 09:18:11.000,73.706,36.892,1264.027530
19 Feb 2016 09:18:31.000,81.957,38.521,1229.068152
19 Feb 2016 09:18:51.000,90.893,39.491,1209.289304
19 Feb 2016 09:19:11.000,100.155,39.674,1205.449516
19 Feb 2016 09:19:31.000,109.294,39.044,1217.703549
19 Feb 2016 09:19:51.000,117.896,37.686,1245.573586
19 Feb 2016 09:20:11.000,125.683,35.764,1288.037106
19 Feb 2016 09:20:31.000,132.536,33.471,1343.696377
19 Feb 2016 09:20:51.000,138.464,30.981,1410.969937
19 Feb 2016 09:20:58.695,140.515,30.000,1439.607846
19 Feb 2016 10:57:05.948,46.079,30.000,1442.999217
19 Feb 2016 10:57:25.000,48.048,33.731,1339.714286
19 Feb 2016 10:57:45.000,50.680,38.152,1237.513236
19 Feb 2016 10:58:05.000,54.167,43.145,1143.417005
19 Feb 2016 10:58:25.000,58.991,48.717,1059.634240
19 Feb 2016 10:58:45.000,66.014,54.748,988.832746
19 Feb 2016 10:59:05.000,76.794,60.838,934.004465
19 Feb 2016 10:59:25.000,93.752,66.024,898.107323
19 Feb 2016 10:59:45.000,118.019,68.589,883.469886
19 Feb 2016 11:00:05.000,143.705,67.156,891.148722
19 Feb 2016 11:00:25.000,162.956,62.543,920.584241
19 Feb 2016 11:00:45.000,175.315,56.576,969.786936
19 Feb 2016 11:01:05.000,183.262,50.453,1035.926391
19 Feb 2016 11:01:25.000,188.631,44.709,1115.970613
19 Feb 2016 11:01:45.000,192.456,39.527,1207.127145
19 Feb 2016 11:02:05.000,195.306,34.928,1307.039274
19 Feb 2016 11:02:25.000,197.511,30.866,1413.813974
19 Feb 2016 11:02:29.600,197.949,30.001,1439.182571
19 Feb 2016 12:37:14.257,49.191,30.000,1442.903660
19 Feb 2016 12:37:34.000,48.398,34.029,1332.188932
19 Feb 2016 12:37:54.000,47.324,38.717,1225.899681
19 Feb 2016 12:38:14.000,45.827,44.132,1127.234307
19 Feb 2016 12:38:34.000,43.627,50.384,1038.417734
19 Feb 2016 12:38:54.000,40.133,57.530,962.226183
19 Feb 2016 12:39:14.000,33.882,65.475,901.902466
19 Feb 2016 12:39:34.000,20.342,73.675,860.818878
19 Feb 2016 12:39:54.000,344.111,79.812,841.816667
19 Feb 2016 12:40:14.000,289.836,77.976,846.393813
19 Feb 2016 12:40:34.000,265.441,70.484,874.179011
19 Feb 2016 12:40:54.000,255.735,62.254,923.068182
19 Feb 2016 12:41:14.000,250.852,54.585,989.921074
19 Feb 2016 12:41:34.000,247.972,47.783,1071.354294
19 Feb 2016 12:41:54.000,246.094,41.864,1164.281621
19 Feb 2016 12:42:14.000,244.786,36.743,1266.139602
19 Feb 2016 12:42:34.000,243.830,32.302,1374.905328
19 Feb 2016 12:42:45.571,243.389,30.000,1440.360577
19 Feb 2016 14:17:13.769,62.520,30.000,1442.461602
19 Feb 2016 14:17:33.000,60.334,33.737,1339.227464
19 Feb 2016 14:17:53.000,57.396,38.097,1238.509499
19 Feb 2016 14:18:13.000,53.467,42.971,1146.375041
19 Feb 2016 14:18:33.000,48.025,48.321,1065.099389
19 Feb 2016 14:18:53.000,40.198,53.957,997.381194
19 Feb 2016 14:19:13.000,28.613,59.381,946.168326
19 Feb 2016 14:19:33.000,11.723,63.595,914.263275
19 Feb 2016 14:19:53.000,350.025,65.196,903.727911
19 Feb 2016 14:20:13.000,328.482,63.434,915.305466
19 Feb 2016 14:20:33.000,311.877,59.125,948.181793
19 Feb 2016 14:20:53.000,300.518,53.669,1000.245554
19 Feb 2016 14:21:13.000,292.838,48.037,1068.675763
19 Feb 2016 14:21:33.000,287.487,42.706,1150.528644
19 Feb 2016 14:21:53.000,283.618,37.855,1243.123754
19 Feb 2016 14:22:13.000,280.719,33.518,1344.206852
19 Feb 2016 14:22:31.143,278.669,30.001,1441.718423
19 Feb 2016 15:56:59.261,88.318,30.000,1441.462201
19 Feb 2016 15:57:19.000,86.253,33.882,1334.727360
19 Feb 2016 15:57:39.000,83.529,38.319,1233.191983
19 Feb 2016 15:57:59.000,79.862,43.309,1140.134940
19 Feb 2016 15:58:19.000,74.731,48.832,1057.841830
19 Feb 2016 15:58:39.000,67.230,54.726,989.043935
19 Feb 2016 15:58:59.000,55.816,60.514,936.752092
19 Feb 2016 15:59:19.000,38.453,65.159,903.860548
19 Feb 2016 15:59:39.000,15.132,67.051,892.531506
19 Feb 2016 15:59:59.000,351.747,65.219,903.581465
19 Feb 2016 16:00:19.000,334.273,60.608,936.213826
19 Feb 2016 16:00:39.000,322.779,54.832,988.279457
19 Feb 2016 16:00:59.000,315.228,48.939,1056.889686
19 Feb 2016 16:01:19.000,310.068,43.411,1139.031276
19 Feb 2016 16:01:39.000,306.383,38.416,1231.968487
19 Feb 2016 16:01:59.000,303.647,33.972,1333.409494
19 Feb 2016 16:02:19.000,301.550,30.036,1441.520698
19 Feb 2016 16:02:19.191,301.533,30.001,1442.578453
19 Feb 2016 17:36:48.414,126.096,30.000,1440.031257
19 Feb 2016 17:37:08.000,125.844,34.032,1329.686892
19 Feb 2016 17:37:28.000,125.482,38.774,1222.759742
19 Feb 2016 17:37:48.000,124.957,44.276,1123.340589
